'Elapsed time','ECG','Resp C','Resp A','Resp N','SpO2'
'0:00.300',0.000,-0.134,-0.613,-0.066,97.000
'0:00.310',0.010,-0.134,-0.610,-0.066,97.000
'0:00.320',0.000,-0.134,-0.608,-0.066,97.000
'0:00.330',-0.010,-0.135,-0.606,-0.066,97.000
'0:00.340',-0.010,-0.135,-0.603,-0.066,97.000
'0:00.350',-0.020,-0.135,-0.601,-0.065,97.000
'0:00.360',-0.030,-0.137,-0.601,-0.065,97.000
'0:00.370',0.005,-0.138,-0.601,-0.065,97.000
'0:00.380',-0.015,-0.139,-0.600,-0.065,97.000
'0:00.390',0.000,-0.140,-0.600,-0.065,97.000
'0:00.400',-0.005,-0.141,-0.600,-0.064,97.000
'0:00.410',-0.045,-0.141,-0.600,-0.064,97.000
'0:00.420',-0.015,-0.140,-0.599,-0.064,97.000
'0:00.430',-0.020,-0.140,-0.599,-0.064,97.000
'0:00.440',-0.010,-0.140,-0.599,-0.064,97.000
'0:00.450',-0.005,-0.140,-0.598,-0.064,97.000
'0:00.460',-0.015,-0.140,-0.599,-0.064,97.000
'0:00.470',-0.040,-0.140,-0.600,-0.064,97.000
'0:00.480',-0.005,-0.140,-0.601,-0.064,97.000
'0:00.490',0.000,-0.140,-0.602,-0.064,97.000
'0:00.500',-0.010,-0.140,-0.603,-0.064,97.000
'0:00.510',-0.040,-0.140,-0.604,-0.064,97.000
'0:00.520',-0.025,-0.140,-0.606,-0.065,97.000
'0:00.530',-0.060,-0.139,-0.607,-0.065,97.000
'0:00.540',-0.020,-0.139,-0.608,-0.065,97.000
'0:00.550',-0.015,-0.139,-0.610,-0.066,97.000
'0:00.560',-0.005,-0.139,-0.613,-0.066,97.000
'0:00.570',-0.040,-0.140,-0.615,-0.067,97.000
'0:00.580',-0.025,-0.140,-0.618,-0.067,97.000
'0:00.590',-0.040,-0.140,-0.621,-0.068,97.000
'0:00.600',-0.025,-0.140,-0.623,-0.068,97.000
'0:00.610',-0.020,-0.140,-0.627,-0.069,97.000
'0:00.620',-0.035,-0.139,-0.631,-0.069,97.000
'0:00.630',-0.045,-0.138,-0.634,-0.070,97.000
'0:00.640',-0.015,-0.138,-0.638,-0.070,97.000
'0:00.650',-0.080,-0.137,-0.642,-0.071,97.000
'0:00.660',-0.010,-0.138,-0.641,-0.072,97.000
'0:00.670',0.000,-0.139,-0.641,-0.072,97.000
'0:00.680',0.050,-0.140,-0.641,-0.073,97.000
'0:00.690',0.075,-0.141,-0.640,-0.073,97.000
'0:00.700',0.150,-0.142,-0.640,-0.074,97.000
'0:00.710',0.130,-0.144,-0.643,-0.074,97.000
'0:00.720',0.105,-0.145,-0.647,-0.075,97.000
'0:00.730',-0.025,-0.146,-0.650,-0.075,97.000
'0:00.740',-0.070,-0.147,-0.654,-0.075,97.000
'0:00.750',-0.110,-0.149,-0.657,-0.076,97.000
'0:00.760',-0.055,-0.146,-0.663,-0.076,97.000
'0:00.770',-0.125,-0.144,-0.670,-0.076,97.000
'0:00.780',-0.085,-0.141,-0.677,-0.077,97.000
'0:00.790',-0.100,-0.139,-0.683,-0.077,97.000
'0:00.800',-0.050,-0.137,-0.690,-0.077,97.000
'0:00.810',-0.105,-0.135,-0.695,-0.078,97.000
'0:00.820',-0.070,-0.134,-0.701,-0.078,97.000
'0:00.830',-0.135,-0.132,-0.706,-0.078,97.000
'0:00.840',-0.065,-0.131,-0.712,-0.079,97.000
'0:00.850',-0.055,-0.129,-0.717,-0.079,97.000
'0:00.860',-0.035,-0.126,-0.720,-0.080,97.000
'0:00.870',-0.175,-0.123,-0.723,-0.080,97.000
'0:00.880',-0.440,-0.120,-0.726,-0.081,97.000
'0:00.890',-0.535,-0.117,-0.728,-0.081,97.000
'0:00.900',0.135,-0.114,-0.731,-0.082,97.000
'0:00.910',1.900,-0.110,-0.730,-0.082,97.000
'0:00.920',1.260,-0.106,-0.729,-0.082,97.000
'0:00.930',0.615,-0.102,-0.728,-0.083,97.000
'0:00.940',0.000,-0.098,-0.726,-0.083,97.000
'0:00.950',0.055,-0.094,-0.725,-0.084,97.000
'0:00.960',0.000,-0.093,-0.721,-0.084,97.000
'0:00.970',-0.060,-0.092,-0.717,-0.085,97.000
'0:00.980',-0.065,-0.090,-0.713,-0.085,97.000
'0:00.990',-0.100,-0.089,-0.709,-0.085,97.000
'0:01.000',-0.060,-0.088,-0.705,-0.086,97.000
'0:01.010',-0.100,-0.087,-0.694,-0.086,97.000
'0:01.020',-0.060,-0.086,-0.683,-0.086,97.000
'0:01.030',-0.110,-0.085,-0.672,-0.086,97.000
'0:01.040',-0.075,-0.085,-0.661,-0.087,97.000
'0:01.050',-0.130,-0.084,-0.650,-0.087,97.000
'0:01.060',-0.070,-0.083,-0.635,-0.087,97.000
'0:01.070',-0.090,-0.082,-0.621,-0.087,97.000
'0:01.080',-0.055,-0.081,-0.606,-0.088,97.000
'0:01.090',-0.095,-0.079,-0.591,-0.088,97.000
'0:01.100',-0.055,-0.078,-0.576,-0.088,97.000
'0:01.110',-0.080,-0.078,-0.566,-0.088,97.000
'0:01.120',-0.030,-0.077,-0.556,-0.088,97.000
'0:01.130',-0.070,-0.076,-0.546,-0.089,97.000
'0:01.140',-0.025,-0.076,-0.536,-0.089,97.000
'0:01.150',-0.020,-0.075,-0.526,-0.089,97.000
'0:01.160',-0.010,-0.073,-0.518,-0.089,97.000
'0:01.170',0.005,-0.071,-0.510,-0.089,97.000
'0:01.180',0.035,-0.069,-0.502,-0.089,97.000
'0:01.190',0.090,-0.067,-0.494,-0.089,97.000
'0:01.200',0.135,-0.065,-0.486,-0.090,97.000
'0:01.210',0.100,-0.064,-0.475,-0.090,97.000
'0:01.220',0.085,-0.062,-0.465,-0.090,97.000
'0:01.230',0.055,-0.060,-0.454,-0.090,97.000
'0:01.240',0.025,-0.058,-0.444,-0.090,97.000
'0:01.250',-0.015,-0.056,-0.433,-0.090,97.000
'0:01.260',-0.005,-0.056,-0.420,-0.090,97.000
'0:01.270',-0.015,-0.055,-0.407,-0.090,97.000
'0:01.280',-0.025,-0.055,-0.393,-0.090,97.000
'0:01.290',-0.045,-0.054,-0.380,-0.090,97.000
'0:01.300',-0.035,-0.054,-0.366,-0.091,97.000
'0:01.310',-0.040,-0.052,-0.337,-0.090,97.000
'0:01.320',-0.025,-0.049,-0.308,-0.090,97.000
'0:01.330',-0.050,-0.047,-0.278,-0.090,97.000
'0:01.340',-0.040,-0.045,-0.249,-0.090,97.000
'0:01.350',-0.025,-0.043,-0.220,-0.090,97.000
'0:01.360',-0.020,-0.042,-0.193,-0.090,97.000
'0:01.370',-0.025,-0.041,-0.166,-0.090,97.000
'0:01.380',-0.040,-0.040,-0.139,-0.090,97.000
'0:01.390',-0.010,-0.038,-0.112,-0.090,97.000
'0:01.400',-0.025,-0.037,-0.085,-0.090,97.000
'0:01.410',0.000,-0.037,-0.077,-0.089,97.000
'0:01.420',-0.040,-0.036,-0.069,-0.089,97.000
'0:01.430',-0.030,-0.035,-0.061,-0.089,97.000
'0:01.440',-0.020,-0.035,-0.053,-0.089,97.000
'0:01.450',-0.035,-0.034,-0.045,-0.089,97.000
'0:01.460',-0.025,-0.032,-0.039,-0.089,97.000
'0:01.470',-0.040,-0.029,-0.033,-0.089,97.000
'0:01.480',-0.040,-0.027,-0.027,-0.089,97.000
'0:01.490',-0.025,-0.025,-0.021,-0.089,97.000
'0:01.500',-0.035,-0.023,-0.015,-0.089,97.000
'0:01.510',-0.060,-0.021,-0.011,-0.089,97.000
'0:01.520',-0.005,-0.019,-0.006,-0.089,97.000
'0:01.530',-0.025,-0.017,-0.001,-0.089,97.000
'0:01.540',-0.025,-0.015,0.003,-0.089,97.000
'0:01.550',-0.050,-0.013,0.008,-0.089,97.000
'0:01.560',-0.040,-0.014,0.011,-0.089,97.000
'0:01.570',-0.045,-0.015,0.014,-0.089,97.000
'0:01.580',-0.050,-0.015,0.017,-0.089,97.000
'0:01.590',-0.015,-0.016,0.020,-0.089,97.000
'0:01.600',-0.075,-0.017,0.023,-0.089,97.000
'0:01.610',-0.035,-0.017,0.027,-0.089,97.000
'0:01.620',-0.020,-0.017,0.030,-0.089,97.000
'0:01.630',-0.030,-0.017,0.033,-0.089,97.000
'0:01.640',-0.035,-0.016,0.037,-0.090,97.000
'0:01.650',-0.050,-0.016,0.040,-0.090,97.000
'0:01.660',-0.035,-0.015,0.042,-0.090,97.000
'0:01.670',-0.055,-0.013,0.044,-0.090,97.000
'0:01.680',-0.045,-0.012,0.045,-0.091,97.000
'0:01.690',-0.045,-0.010,0.047,-0.091,97.000
'0:01.700',-0.055,-0.009,0.049,-0.091,97.000
'0:01.710',-0.035,-0.010,0.048,-0.091,97.000
'0:01.720',-0.050,-0.012,0.046,-0.092,97.000
'0:01.730',-0.015,-0.013,0.045,-0.092,97.000
'0:01.740',0.025,-0.015,0.044,-0.092,97.000
'0:01.750',0.055,-0.016,0.042,-0.092,97.000
'0:01.760',0.105,-0.017,0.038,-0.092,97.000
'0:01.770',0.185,-0.018,0.034,-0.092,97.000
'0:01.780',0.120,-0.018,0.030,-0.092,97.000
'0:01.790',0.100,-0.019,0.026,-0.092,97.000
'0:01.800',-0.005,-0.020,0.022,-0.092,97.000
'0:01.810',-0.065,-0.021,0.018,-0.092,97.000
'0:01.820',-0.105,-0.023,0.013,-0.093,97.000
'0:01.830',-0.045,-0.024,0.009,-0.093,97.000
'0:01.840',-0.125,-0.026,0.005,-0.093,97.000
'0:01.850',-0.065,-0.027,0.001,-0.093,97.000
'0:01.860',-0.145,-0.030,-0.004,-0.093,97.000
'0:01.870',-0.070,-0.033,-0.009,-0.093,97.000
'0:01.880',-0.125,-0.036,-0.014,-0.093,97.000
'0:01.890',-0.075,-0.039,-0.020,-0.093,97.000
'0:01.900',-0.135,-0.042,-0.025,-0.094,97.000
'0:01.910',-0.075,-0.045,-0.030,-0.094,97.000
'0:01.920',-0.105,-0.048,-0.035,-0.093,97.000
'0:01.930',-0.105,-0.051,-0.041,-0.093,97.000
'0:01.940',-0.250,-0.055,-0.046,-0.093,97.000
'0:01.950',-0.400,-0.058,-0.052,-0.093,97.000
'0:01.960',-0.530,-0.061,-0.057,-0.093,97.000
'0:01.970',0.490,-0.065,-0.063,-0.093,97.000
'0:01.980',1.855,-0.069,-0.069,-0.092,97.000
'0:01.990',1.020,-0.072,-0.074,-0.092,97.000
'0:02.000',0.415,-0.076,-0.080,-0.091,97.000
'0:02.010',0.015,-0.079,-0.085,-0.091,97.000
'0:02.020',0.065,-0.081,-0.089,-0.091,97.000
'0:02.030',-0.030,-0.084,-0.094,-0.091,97.000
'0:02.040',-0.085,-0.087,-0.099,-0.090,97.000
'0:02.050',-0.095,-0.089,-0.103,-0.090,97.000
'0:02.060',-0.095,-0.094,-0.108,-0.090,97.000
'0:02.070',-0.105,-0.098,-0.113,-0.089,97.000
'0:02.080',-0.090,-0.103,-0.118,-0.089,97.000
'0:02.090',-0.115,-0.107,-0.123,-0.089,97.000
'0:02.100',-0.075,-0.112,-0.128,-0.088,97.000
'0:02.110',-0.085,-0.116,-0.150,-0.087,97.000
'0:02.120',-0.085,-0.121,-0.172,-0.087,97.000
'0:02.130',-0.070,-0.126,-0.194,-0.086,97.000
'0:02.140',-0.055,-0.130,-0.216,-0.085,97.000
'0:02.150',-0.050,-0.135,-0.239,-0.085,97.000
'0:02.160',-0.045,-0.136,-0.264,-0.084,97.000
'0:02.170',-0.040,-0.136,-0.289,-0.084,97.000
'0:02.180',-0.040,-0.137,-0.314,-0.083,97.000
'0:02.190',0.005,-0.138,-0.339,-0.083,97.000
'0:02.200',-0.010,-0.138,-0.364,-0.083,97.000
'0:02.210',0.010,-0.138,-0.371,-0.082,97.000
'0:02.220',0.020,-0.139,-0.378,-0.081,97.000
'0:02.230',0.060,-0.139,-0.385,-0.081,97.000
'0:02.240',0.090,-0.139,-0.391,-0.080,97.000
'0:02.250',0.135,-0.140,-0.398,-0.080,97.000
'0:02.260',0.130,-0.142,-0.400,-0.079,97.000
'0:02.270',0.200,-0.144,-0.402,-0.079,97.000
'0:02.280',0.115,-0.146,-0.403,-0.078,97.000
'0:02.290',0.140,-0.148,-0.405,-0.078,97.000
'0:02.300',0.065,-0.151,-0.407,-0.077,97.000
'0:02.310',0.085,-0.153,-0.407,-0.077,97.000
'0:02.320',-0.005,-0.156,-0.408,-0.076,97.000
'0:02.330',0.005,-0.158,-0.408,-0.076,97.000
'0:02.340',-0.030,-0.160,-0.408,-0.076,97.000
'0:02.350',0.000,-0.163,-0.408,-0.075,97.000
'0:02.360',-0.025,-0.166,-0.408,-0.075,97.000
'0:02.370',-0.015,-0.168,-0.407,-0.074,97.000
'0:02.380',-0.015,-0.171,-0.407,-0.074,97.000
'0:02.390',-0.020,-0.174,-0.407,-0.074,97.000
'0:02.400',-0.005,-0.177,-0.406,-0.073,97.000
'0:02.410',-0.015,-0.180,-0.404,-0.073,97.000
'0:02.420',-0.015,-0.183,-0.402,-0.073,97.000
'0:02.430',-0.005,-0.187,-0.400,-0.073,97.000
'0:02.440',-0.010,-0.190,-0.398,-0.072,97.000
'0:02.450',-0.015,-0.193,-0.396,-0.072,97.000
'0:02.460',0.005,-0.197,-0.391,-0.072,97.000
'0:02.470',-0.010,-0.201,-0.387,-0.072,97.000
'0:02.480',0.000,-0.205,-0.383,-0.071,97.000
'0:02.490',-0.005,-0.210,-0.378,-0.071,97.000
'0:02.500',0.000,-0.214,-0.374,-0.071,97.000
'0:02.510',-0.010,-0.218,-0.378,-0.071,97.000
'0:02.520',-0.010,-0.221,-0.383,-0.070,97.000
'0:02.530',-0.030,-0.225,-0.388,-0.070,97.000
'0:02.540',0.005,-0.229,-0.393,-0.070,97.000
'0:02.550',-0.025,-0.233,-0.397,-0.070,97.000
'0:02.560',-0.020,-0.234,-0.403,-0.069,97.000
'0:02.570',-0.025,-0.235,-0.409,-0.069,97.000
'0:02.580',0.000,-0.236,-0.414,-0.069,97.000
'0:02.590',-0.025,-0.237,-0.420,-0.068,97.000
'0:02.600',0.000,-0.237,-0.425,-0.068,97.000
'0:02.610',-0.030,-0.237,-0.422,-0.068,97.000
'0:02.620',-0.025,-0.236,-0.419,-0.067,97.000
'0:02.630',-0.020,-0.235,-0.416,-0.067,97.000
'0:02.640',0.000,-0.234,-0.413,-0.067,97.000
'0:02.650',-0.035,-0.233,-0.410,-0.066,97.000
'0:02.660',-0.015,-0.235,-0.411,-0.066,97.000
'0:02.670',-0.020,-0.237,-0.412,-0.066,97.000
'0:02.680',-0.025,-0.238,-0.412,-0.065,97.000
'0:02.690',-0.025,-0.240,-0.413,-0.065,97.000
'0:02.700',-0.025,-0.241,-0.413,-0.065,97.000
'0:02.710',-0.015,-0.243,-0.414,-0.065,97.000
'0:02.720',-0.025,-0.245,-0.415,-0.065,97.000
'0:02.730',-0.020,-0.247,-0.415,-0.064,97.000
'0:02.740',-0.050,-0.249,-0.416,-0.064,97.000
'0:02.750',-0.005,-0.251,-0.416,-0.064,97.000
'0:02.760',-0.060,-0.253,-0.411,-0.064,97.000
'0:02.770',-0.005,-0.255,-0.405,-0.064,97.000
'0:02.780',-0.060,-0.257,-0.399,-0.064,97.000
'0:02.790',-0.010,-0.259,-0.393,-0.064,97.000
'0:02.800',-0.060,-0.261,-0.387,-0.064,97.000
'0:02.810',-0.025,-0.262,-0.381,-0.063,97.000
'0:02.820',-0.075,-0.264,-0.376,-0.063,97.000
'0:02.830',-0.045,-0.266,-0.370,-0.063,97.000
'0:02.840',-0.050,-0.268,-0.364,-0.063,97.000
'0:02.850',-0.050,-0.270,-0.359,-0.063,97.000
'0:02.860',-0.045,-0.270,-0.358,-0.063,97.000
'0:02.870',-0.050,-0.270,-0.358,-0.063,97.000
'0:02.880',-0.045,-0.270,-0.357,-0.063,97.000
'0:02.890',-0.055,-0.270,-0.357,-0.063,97.000
'0:02.900',-0.035,-0.270,-0.356,-0.063,97.000
'0:02.910',-0.015,-0.271,-0.359,-0.063,97.000
'0:02.920',0.035,-0.273,-0.361,-0.063,97.000
'0:02.930',0.065,-0.274,-0.364,-0.063,97.000
'0:02.940',0.125,-0.275,-0.367,-0.063,97.000
'0:02.950',0.140,-0.276,-0.370,-0.063,97.000
'0:02.960',0.140,-0.277,-0.369,-0.063,97.000
'0:02.970',0.060,-0.278,-0.368,-0.063,97.000
'0:02.980',0.000,-0.279,-0.367,-0.063,97.000
'0:02.990',-0.085,-0.280,-0.367,-0.062,97.000
'0:03.000',-0.060,-0.281,-0.366,-0.062,97.000
'0:03.010',-0.100,-0.282,-0.365,-0.062,97.000
'0:03.020',-0.060,-0.284,-0.364,-0.062,97.000
'0:03.030',-0.105,-0.285,-0.363,-0.062,97.000
'0:03.040',-0.085,-0.287,-0.362,-0.062,97.000
'0:03.050',-0.105,-0.288,-0.361,-0.062,97.000
'0:03.060',-0.065,-0.290,-0.360,-0.062,97.000
'0:03.070',-0.100,-0.291,-0.358,-0.062,97.000
'0:03.080',-0.085,-0.293,-0.356,-0.062,97.000
'0:03.090',-0.095,-0.294,-0.355,-0.062,97.000
'0:03.100',-0.065,-0.296,-0.353,-0.062,97.000
'0:03.110',-0.145,-0.296,-0.352,-0.062,97.000
'0:03.120',-0.250,-0.296,-0.351,-0.062,97.000
'0:03.130',-0.400,-0.296,-0.350,-0.062,97.000
'0:03.140',-0.590,-0.296,-0.348,-0.061,97.000
'0:03.150',0.765,-0.296,-0.347,-0.061,97.000
'0:03.160',1.880,-0.296,-0.346,-0.061,97.000
'0:03.170',1.075,-0.295,-0.346,-0.061,97.000
'0:03.180',0.235,-0.295,-0.345,-0.061,97.000
'0:03.190',0.045,-0.295,-0.344,-0.061,97.000
'0:03.200',0.065,-0.295,-0.343,-0.061,97.000
'0:03.210',0.015,-0.295,-0.340,-0.060,97.000
'0:03.220',-0.085,-0.295,-0.338,-0.060,97.000
'0:03.230',-0.030,-0.295,-0.335,-0.060,97.000
'0:03.240',-0.075,-0.295,-0.332,-0.060,97.000
'0:03.250',-0.020,-0.295,-0.330,-0.060,97.000
'0:03.260',-0.080,-0.293,-0.341,-0.060,97.000
'0:03.270',-0.025,-0.292,-0.351,-0.060,97.000
'0:03.280',-0.055,-0.290,-0.362,-0.060,97.000
'0:03.290',-0.030,-0.289,-0.373,-0.060,97.000
'0:03.300',-0.055,-0.287,-0.384,-0.060,97.000
'0:03.310',-0.045,-0.282,-0.407,-0.060,97.000
'0:03.320',-0.010,-0.277,-0.430,-0.060,97.000
'0:03.330',-0.030,-0.272,-0.454,-0.060,97.000
'0:03.340',-0.020,-0.267,-0.477,-0.060,97.000
'0:03.350',0.005,-0.262,-0.500,-0.060,97.000
'0:03.360',0.030,-0.254,-0.518,-0.060,97.000
'0:03.370',0.015,-0.246,-0.535,-0.060,97.000
'0:03.380',0.010,-0.238,-0.552,-0.060,97.000
'0:03.390',0.000,-0.230,-0.569,-0.060,97.000
'0:03.400',0.065,-0.222,-0.587,-0.060,97.000
'0:03.410',0.075,-0.214,-0.592,-0.060,97.000
'0:03.420',0.085,-0.205,-0.597,-0.060,97.000
'0:03.430',0.140,-0.197,-0.603,-0.060,97.000
'0:03.440',0.205,-0.188,-0.608,-0.060,97.000
'0:03.450',0.200,-0.180,-0.614,-0.060,97.000
'0:03.460',0.170,-0.171,-0.620,-0.060,97.000
'0:03.470',0.120,-0.162,-0.626,-0.060,97.000
'0:03.480',0.130,-0.154,-0.632,-0.059,97.000
'0:03.490',0.010,-0.145,-0.638,-0.059,97.000
'0:03.500',0.065,-0.136,-0.644,-0.059,97.000
'0:03.510',-0.020,-0.129,-0.649,-0.059,97.000
'0:03.520',0.025,-0.121,-0.653,-0.059,97.000
'0:03.530',-0.030,-0.114,-0.658,-0.059,97.000
'0:03.540',0.020,-0.106,-0.662,-0.059,97.000
'0:03.550',0.040,-0.099,-0.667,-0.059,97.000
'0:03.560',-0.020,-0.093,-0.663,-0.059,97.000
'0:03.570',0.010,-0.088,-0.658,-0.059,97.000
'0:03.580',-0.035,-0.082,-0.654,-0.059,97.000
'0:03.590',-0.020,-0.077,-0.650,-0.059,97.000
'0:03.600',-0.010,-0.071,-0.646,-0.059,97.000
'0:03.610',-0.055,-0.067,-0.643,-0.059,97.000
'0:03.620',0.040,-0.063,-0.640,-0.059,97.000
'0:03.630',-0.045,-0.059,-0.638,-0.059,97.000
'0:03.640',-0.015,-0.055,-0.635,-0.058,97.000
'0:03.650',0.000,-0.051,-0.632,-0.058,97.000
'0:03.660',-0.100,-0.049,-0.624,-0.058,97.000
'0:03.670',0.020,-0.048,-0.615,-0.058,97.000
'0:03.680',-0.045,-0.047,-0.607,-0.058,97.000
'0:03.690',0.000,-0.046,-0.599,-0.059,97.000
'0:03.700',-0.030,-0.045,-0.590,-0.059,97.000
'0:03.710',-0.040,-0.045,-0.576,-0.059,97.000
'0:03.720',-0.005,-0.046,-0.563,-0.059,97.000
'0:03.730',0.005,-0.046,-0.549,-0.059,97.000
'0:03.740',-0.060,-0.046,-0.535,-0.059,97.000
'0:03.750',-0.035,-0.047,-0.522,-0.059,97.000
'0:03.760',-0.025,-0.046,-0.514,-0.058,97.000
'0:03.770',-0.065,-0.045,-0.507,-0.058,97.000
'0:03.780',-0.060,-0.044,-0.500,-0.058,97.000
'0:03.790',-0.020,-0.044,-0.493,-0.058,97.000
'0:03.800',-0.060,-0.043,-0.485,-0.058,97.000
'0:03.810',0.000,-0.043,-0.477,-0.058,97.000
'0:03.820',-0.155,-0.043,-0.469,-0.058,97.000
'0:03.830',-0.030,-0.043,-0.461,-0.058,97.000
'0:03.840',-0.040,-0.043,-0.452,-0.058,97.000
'0:03.850',-0.050,-0.043,-0.444,-0.058,97.000
'0:03.860',-0.015,-0.045,-0.437,-0.058,97.000
'0:03.870',-0.070,-0.047,-0.430,-0.058,97.000
'0:03.880',-0.090,-0.049,-0.424,-0.058,97.000
'0:03.890',-0.065,-0.051,-0.417,-0.058,97.000
'0:03.900',-0.065,-0.054,-0.410,-0.058,97.000
'0:03.910',-0.060,-0.060,-0.390,-0.058,97.000
'0:03.920',-0.005,-0.067,-0.370,-0.058,97.000
'0:03.930',-0.095,-0.073,-0.350,-0.058,97.000
'0:03.940',-0.055,-0.080,-0.330,-0.058,97.000
'0:03.950',-0.065,-0.086,-0.310,-0.058,97.000
'0:03.960',-0.030,-0.097,-0.283,-0.058,97.000
'0:03.970',-0.110,-0.108,-0.256,-0.058,97.000
'0:03.980',-0.035,-0.119,-0.229,-0.058,97.000
'0:03.990',-0.075,-0.130,-0.202,-0.058,97.000
'0:04.000',-0.010,-0.141,-0.175,-0.059,97.000
'0:04.010',-0.070,-0.148,-0.170,-0.059,97.000
'0:04.020',-0.040,-0.156,-0.166,-0.059,97.000
'0:04.030',-0.080,-0.163,-0.161,-0.059,97.000
'0:04.040',-0.020,-0.171,-0.157,-0.059,97.000
'0:04.050',-0.095,-0.178,-0.152,-0.059,97.000
'0:04.060',-0.040,-0.182,-0.154,-0.059,97.000
'0:04.070',0.010,-0.187,-0.156,-0.059,97.000
'0:04.080',0.075,-0.191,-0.157,-0.059,97.000
'0:04.090',0.095,-0.195,-0.159,-0.059,97.000
'0:04.100',0.095,-0.199,-0.161,-0.059,97.000
'0:04.110',0.145,-0.203,-0.161,-0.059,97.000
'0:04.120',0.165,-0.207,-0.160,-0.059,97.000
'0:04.130',0.010,-0.211,-0.160,-0.059,97.000
'0:04.140',-0.065,-0.215,-0.160,-0.059,97.000
'0:04.150',-0.025,-0.220,-0.160,-0.060,97.000
'0:04.160',-0.090,-0.221,-0.159,-0.060,97.000
'0:04.170',-0.100,-0.221,-0.159,-0.060,97.000
'0:04.180',-0.165,-0.222,-0.158,-0.060,97.000
'0:04.190',-0.060,-0.223,-0.158,-0.060,97.000
'0:04.200',-0.095,-0.224,-0.158,-0.060,97.000
'0:04.210',-0.105,-0.224,-0.157,-0.060,97.000
'0:04.220',-0.070,-0.224,-0.156,-0.060,97.000
'0:04.230',-0.120,-0.223,-0.155,-0.060,97.000
'0:04.240',-0.135,-0.223,-0.154,-0.061,97.000
'0:04.250',-0.085,-0.223,-0.153,-0.061,97.000
'0:04.260',-0.105,-0.223,-0.154,-0.061,97.000
'0:04.270',-0.170,-0.223,-0.156,-0.061,97.000
'0:04.280',-0.315,-0.223,-0.157,-0.061,97.000
'0:04.290',-0.425,-0.223,-0.158,-0.062,97.000
'0:04.300',-0.535,-0.223,-0.160,-0.062,97.000
'0:04.310',1.030,-0.223,-0.161,-0.062,97.000
'0:04.320',1.715,-0.223,-0.163,-0.062,97.000
'0:04.330',0.955,-0.223,-0.165,-0.062,97.000
'0:04.340',0.080,-0.223,-0.166,-0.062,97.000
'0:04.350',-0.020,-0.223,-0.168,-0.062,97.000
'0:04.360',0.010,-0.225,-0.170,-0.062,97.000
'0:04.370',-0.075,-0.227,-0.172,-0.062,97.000
'0:04.380',-0.090,-0.228,-0.174,-0.062,97.000
'0:04.390',-0.155,-0.230,-0.176,-0.062,97.000
'0:04.400',-0.080,-0.232,-0.179,-0.062,97.000
'0:04.410',-0.160,-0.234,-0.182,-0.062,97.000
'0:04.420',-0.075,-0.236,-0.185,-0.062,97.000
'0:04.430',-0.130,-0.238,-0.188,-0.062,97.000
'0:04.440',-0.095,-0.240,-0.191,-0.062,97.000
'0:04.450',-0.110,-0.242,-0.195,-0.062,97.000
'0:04.460',-0.100,-0.244,-0.199,-0.062,97.000
'0:04.470',-0.125,-0.247,-0.204,-0.062,97.000
'0:04.480',-0.070,-0.249,-0.209,-0.062,97.000
'0:04.490',-0.095,-0.252,-0.213,-0.062,97.000
'0:04.500',-0.045,-0.254,-0.218,-0.062,97.000
'0:04.510',-0.085,-0.258,-0.224,-0.062,97.000
'0:04.520',-0.050,-0.262,-0.230,-0.062,97.000
