'Elapsed time','ECG','Resp C','Resp A','Resp N','SpO2'
'0:00.680',0.240,-0.147,-0.126,0.062,92.000
'0:00.690',0.560,-0.149,-0.128,0.071,92.000
'0:00.700',0.170,-0.151,-0.129,0.080,92.000
'0:00.710',0.120,-0.152,-0.130,0.088,92.000
'0:00.720',-0.190,-0.153,-0.131,0.096,92.000
'0:00.730',-0.115,-0.154,-0.132,0.104,92.000
'0:00.740',0.330,-0.155,-0.133,0.112,92.000
'0:00.750',0.545,-0.157,-0.134,0.120,92.000
'0:00.760',0.380,-0.158,-0.135,0.127,92.000
'0:00.770',-0.085,-0.158,-0.136,0.134,92.000
'0:00.780',-0.455,-0.159,-0.137,0.141,92.000
'0:00.790',-0.325,-0.160,-0.139,0.149,92.000
'0:00.800',-0.515,-0.161,-0.140,0.156,92.000
'0:00.810',-0.870,-0.163,-0.141,0.162,92.000
'0:00.820',-0.840,-0.165,-0.143,0.169,92.000
'0:00.830',-1.240,-0.166,-0.144,0.175,92.000
'0:00.840',-1.125,-0.168,-0.145,0.182,92.000
'0:00.850',-1.095,-0.170,-0.147,0.188,92.000
'0:00.860',-0.885,-0.171,-0.148,0.194,92.000
'0:00.870',-0.940,-0.172,-0.148,0.199,92.000
'0:00.880',-0.820,-0.173,-0.149,0.205,92.000
'0:00.890',-0.900,-0.174,-0.150,0.210,92.000
'0:00.900',-0.880,-0.175,-0.151,0.216,92.000
'0:00.910',-1.095,-0.176,-0.151,0.221,92.000
'0:00.920',-1.030,-0.177,-0.152,0.226,92.000
'0:00.930',-1.135,-0.177,-0.152,0.231,92.000
'0:00.940',-1.195,-0.178,-0.153,0.236,92.000
'0:00.950',-1.355,-0.179,-0.154,0.241,92.000
'0:00.960',-1.385,-0.180,-0.155,0.246,92.000
'0:00.970',-1.520,-0.182,-0.156,0.251,92.000
'0:00.980',-1.715,-0.183,-0.157,0.256,92.000
'0:00.990',-1.875,-0.185,-0.158,0.261,92.000
'0:01.000',-2.095,-0.186,-0.159,0.266,92.000
'0:01.010',-2.265,-0.187,-0.160,0.270,92.000
'0:01.020',-2.540,-0.189,-0.161,0.275,92.000
'0:01.030',-2.890,-0.190,-0.162,0.279,92.000
'0:01.040',-3.160,-0.191,-0.163,0.283,92.000
'0:01.050',-3.420,-0.192,-0.164,0.288,92.000
'0:01.060',-3.800,-0.193,-0.165,0.292,92.000
'0:01.070',-4.080,-0.195,-0.166,0.296,92.000
'0:01.080',-4.470,-0.196,-0.167,0.300,92.000
'0:01.090',-4.585,-0.197,-0.167,0.304,92.000
'0:01.100',-4.940,-0.198,-0.168,0.308,92.000
'0:01.110',-5.465,-0.199,-0.169,0.312,92.000
'0:01.120',-5.855,-0.199,-0.170,0.315,92.000
'0:01.130',-6.175,-0.200,-0.170,0.319,92.000
'0:01.140',-6.630,-0.201,-0.171,0.322,92.000
'0:01.150',-6.930,-0.201,-0.172,0.326,92.000
'0:01.160',-7.520,-0.203,-0.173,0.329,92.000
'0:01.170',-7.690,-0.204,-0.174,0.332,92.000
'0:01.180',-7.990,-0.205,-0.175,0.335,92.000
'0:01.190',-8.185,-0.207,-0.176,0.338,92.000
'0:01.200',-8.615,-0.208,-0.177,0.341,92.000
'0:01.210',-8.905,-0.212,-0.179,0.343,92.000
'0:01.220',-9.130,-0.215,-0.181,0.346,92.000
'0:01.230',-9.230,-0.219,-0.184,0.348,92.000
'0:01.240',-9.570,-0.222,-0.186,0.351,92.000
'0:01.250',-9.530,-0.226,-0.188,0.353,92.000
'0:01.260',-9.790,-0.227,-0.189,0.355,92.000
'0:01.270',-9.745,-0.229,-0.190,0.358,92.000
'0:01.280',-9.885,-0.230,-0.191,0.360,92.000
'0:01.290',-9.600,-0.232,-0.192,0.362,92.000
'0:01.300',-9.675,-0.234,-0.193,0.364,92.000
'0:01.310',-9.350,-0.233,-0.193,0.366,92.000
'0:01.320',-9.240,-0.232,-0.193,0.368,92.000
'0:01.330',-8.650,-0.232,-0.193,0.370,92.000
'0:01.340',-8.435,-0.231,-0.193,0.372,92.000
'0:01.350',-7.855,-0.231,-0.193,0.374,92.000
'0:01.360',-7.305,-0.232,-0.193,0.376,92.000
'0:01.370',-6.425,-0.233,-0.194,0.378,92.000
'0:01.380',-5.760,-0.234,-0.195,0.379,92.000
'0:01.390',-4.630,-0.235,-0.196,0.381,92.000
'0:01.400',-3.585,-0.236,-0.197,0.383,92.000
'0:01.410',-2.155,-0.237,-0.197,0.384,92.000
'0:01.420',-1.085,-0.238,-0.198,0.386,92.000
'0:01.430',0.565,-0.240,-0.199,0.387,92.000
'0:01.440',1.945,-0.241,-0.200,0.388,92.000
'0:01.450',3.800,-0.242,-0.201,0.390,92.000
'0:01.460',5.260,-0.243,-0.202,0.391,92.000
'0:01.470',7.325,-0.244,-0.202,0.392,92.000
'0:01.480',9.200,-0.245,-0.203,0.393,92.000
'0:01.490',-8.690,-0.245,-0.204,0.395,92.000
'0:01.500',-6.600,-0.246,-0.204,0.396,92.000
'0:01.510',-3.730,-0.247,-0.205,0.397,92.000
'0:01.520',-1.280,-0.248,-0.206,0.398,92.000
'0:01.530',-9.880,-0.249,-0.207,0.399,92.000
'0:01.540',9.865,-0.250,-0.208,0.400,92.000
'0:01.550',-9.850,-0.251,-0.209,0.401,92.000
'0:01.560',9.830,-0.250,-0.209,0.402,92.000
'0:01.570',-9.810,-0.250,-0.208,0.403,92.000
'0:01.580',9.790,-0.249,-0.208,0.403,92.000
'0:01.590',-9.770,-0.249,-0.208,0.404,92.000
'0:01.600',9.745,-0.248,-0.207,0.405,92.000
'0:01.610',-9.725,-0.249,-0.208,0.405,92.000
'0:01.620',9.700,-0.249,-0.208,0.406,92.000
'0:01.630',-9.675,-0.249,-0.208,0.407,92.000
'0:01.640',9.650,-0.250,-0.208,0.407,92.000
'0:01.650',-9.625,-0.250,-0.209,0.408,92.000
'0:01.660',9.600,-0.252,-0.209,0.408,92.000
'0:01.670',-9.575,-0.254,-0.210,0.408,92.000
'0:01.680',9.550,-0.255,-0.211,0.409,92.000
'0:01.690',-9.525,-0.257,-0.212,0.409,92.000
'0:01.700',9.500,-0.258,-0.213,0.410,92.000
'0:01.710',-9.480,-0.260,-0.214,0.410,92.000
'0:01.720',9.460,-0.262,-0.214,0.410,92.000
'0:01.730',-9.440,-0.263,-0.215,0.410,92.000
'0:01.740',9.420,-0.265,-0.216,0.410,92.000
'0:01.750',-9.405,-0.266,-0.217,0.410,92.000
'0:01.760',9.385,-0.266,-0.217,0.410,92.000
'0:01.770',-9.375,-0.267,-0.218,0.410,92.000
'0:01.780',9.365,-0.267,-0.218,0.410,92.000
'0:01.790',-9.355,-0.268,-0.219,0.410,92.000
'0:01.800',9.350,-0.268,-0.220,0.410,92.000
'0:01.810',-9.350,-0.268,-0.220,0.410,92.000
'0:01.820',9.350,-0.267,-0.220,0.409,92.000
'0:01.830',-9.355,-0.267,-0.220,0.409,92.000
'0:01.840',9.360,-0.267,-0.220,0.409,92.000
'0:01.850',-8.025,-0.266,-0.221,0.408,92.000
'0:01.860',9.385,-0.268,-0.221,0.408,92.000
'0:01.870',1.680,-0.269,-0.222,0.407,92.000
'0:01.880',9.435,-0.270,-0.223,0.407,92.000
'0:01.890',-9.445,-0.271,-0.224,0.406,92.000
'0:01.900',-2.470,-0.272,-0.225,0.405,92.000
'0:01.910',-9.505,-0.274,-0.226,0.405,92.000
'0:01.920',4.620,-0.275,-0.226,0.404,92.000
'0:01.930',-9.575,-0.277,-0.227,0.403,92.000
'0:01.940',9.615,-0.279,-0.227,0.402,92.000
'0:01.950',-9.655,-0.281,-0.228,0.401,92.000
'0:01.960',9.700,-0.281,-0.228,0.400,92.000
'0:01.970',-9.750,-0.281,-0.227,0.399,92.000
'0:01.980',9.800,-0.281,-0.227,0.398,92.000
'0:01.990',-9.845,-0.281,-0.227,0.397,92.000
'0:02.000',9.900,-0.281,-0.227,0.397,92.000
'0:02.010',-9.950,-0.280,-0.226,0.395,92.000
'0:02.020',10.005,-0.278,-0.226,0.394,92.000
'0:02.030',-10.060,-0.276,-0.225,0.393,92.000
'0:02.040',10.115,-0.275,-0.225,0.392,92.000
'0:02.050',-10.170,-0.273,-0.224,0.391,92.000
'0:02.060',10.225,-0.273,-0.224,0.390,92.000
'0:02.070',10.200,-0.273,-0.224,0.388,92.000
'0:02.080',-10.145,-0.274,-0.224,0.387,92.000
'0:02.090',10.095,-0.274,-0.224,0.385,92.000
'0:02.100',-10.050,-0.274,-0.225,0.384,92.000
'0:02.110',10.000,-0.276,-0.226,0.383,92.000
'0:02.120',-9.955,-0.279,-0.227,0.381,92.000
'0:02.130',9.915,-0.281,-0.228,0.380,92.000
'0:02.140',-9.875,-0.283,-0.229,0.378,92.000
'0:02.150',9.835,-0.285,-0.230,0.376,92.000
'0:02.160',-9.800,-0.286,-0.230,0.375,92.000
'0:02.170',9.770,-0.286,-0.231,0.373,92.000
'0:02.180',-9.740,-0.286,-0.231,0.372,92.000
'0:02.190',9.715,-0.286,-0.231,0.370,92.000
'0:02.200',-9.695,-0.286,-0.231,0.369,92.000
'0:02.210',9.675,-0.286,-0.231,0.368,92.000
'0:02.220',-9.660,-0.285,-0.230,0.366,92.000
'0:02.230',9.645,-0.284,-0.230,0.365,92.000
'0:02.240',-9.640,-0.283,-0.230,0.363,92.000
'0:02.250',9.630,-0.283,-0.229,0.362,92.000
'0:02.260',-9.630,-0.283,-0.229,0.361,92.000
'0:02.270',9.630,-0.283,-0.229,0.359,92.000
'0:02.280',-9.630,-0.283,-0.229,0.358,92.000
'0:02.290',9.635,-0.284,-0.229,0.357,92.000
'0:02.300',-9.645,-0.284,-0.229,0.355,92.000
'0:02.310',9.655,-0.283,-0.229,0.354,92.000
'0:02.320',-9.670,-0.283,-0.229,0.352,92.000
'0:02.330',9.680,-0.282,-0.228,0.351,92.000
'0:02.340',-9.700,-0.282,-0.228,0.349,92.000
'0:02.350',9.715,-0.281,-0.228,0.348,92.000
'0:02.360',-9.735,-0.281,-0.228,0.346,92.000
'0:02.370',9.750,-0.280,-0.228,0.343,92.000
'0:02.380',-9.770,-0.280,-0.228,0.341,92.000
'0:02.390',9.790,-0.279,-0.228,0.339,92.000
'0:02.400',-9.810,-0.278,-0.229,0.336,92.000
'0:02.410',9.830,-0.278,-0.228,0.332,92.000
'0:02.420',-9.855,-0.277,-0.228,0.327,92.000
'0:02.430',9.875,-0.277,-0.227,0.322,92.000
'0:02.440',-9.895,-0.276,-0.227,0.317,92.000
'0:02.450',9.910,-0.275,-0.226,0.313,92.000
'0:02.460',-9.930,-0.274,-0.225,0.305,92.000
'0:02.470',9.945,-0.273,-0.223,0.297,92.000
'0:02.480',-9.965,-0.272,-0.222,0.289,92.000
'0:02.490',9.980,-0.270,-0.221,0.281,92.000
'0:02.500',-9.995,-0.269,-0.219,0.273,92.000
'0:02.510',10.005,-0.268,-0.218,0.262,92.000
'0:02.520',-10.020,-0.267,-0.216,0.251,92.000
'0:02.530',10.030,-0.266,-0.215,0.240,92.000
'0:02.540',-10.035,-0.265,-0.214,0.230,92.000
'0:02.550',10.045,-0.264,-0.212,0.219,92.000
'0:02.560',-10.050,-0.261,-0.211,0.206,92.000
'0:02.570',10.055,-0.259,-0.209,0.193,92.000
'0:02.580',-10.060,-0.257,-0.208,0.179,92.000
'0:02.590',10.060,-0.255,-0.206,0.166,92.000
'0:02.600',-10.065,-0.253,-0.205,0.153,92.000
'0:02.610',10.065,-0.251,-0.203,0.139,92.000
'0:02.620',-10.065,-0.248,-0.202,0.125,92.000
'0:02.630',10.065,-0.246,-0.201,0.110,92.000
'0:02.640',-10.060,-0.244,-0.200,0.096,92.000
'0:02.650',-2.030,-0.242,-0.198,0.081,92.000
'0:02.660',-3.585,-0.238,-0.196,0.067,92.000
'0:02.670',-5.710,-0.235,-0.193,0.053,92.000
'0:02.680',-6.950,-0.231,-0.190,0.038,92.000
'0:02.690',-8.805,-0.228,-0.188,0.024,92.000
'0:02.700',-9.755,-0.224,-0.185,0.010,92.000
'0:02.710',9.120,-0.222,-0.183,-0.004,92.000
'0:02.720',8.440,-0.220,-0.180,-0.018,92.000
'0:02.730',7.070,-0.217,-0.178,-0.031,92.000
'0:02.740',6.645,-0.215,-0.175,-0.045,92.000
'0:02.750',5.490,-0.213,-0.173,-0.059,92.000
'0:02.760',5.305,-0.212,-0.172,-0.071,92.000
'0:02.770',4.355,-0.212,-0.171,-0.083,92.000
'0:02.780',4.390,-0.211,-0.170,-0.096,92.000
'0:02.790',3.640,-0.211,-0.169,-0.108,92.000
'0:02.800',3.885,-0.210,-0.169,-0.121,92.000
'0:02.810',3.325,-0.208,-0.167,-0.131,92.000
'0:02.820',3.765,-0.206,-0.165,-0.142,92.000
'0:02.830',3.405,-0.204,-0.164,-0.153,92.000
'0:02.840',4.035,-0.201,-0.162,-0.163,92.000
'0:02.850',3.870,-0.199,-0.161,-0.174,92.000
'0:02.860',4.685,-0.195,-0.158,-0.183,92.000
'0:02.870',4.725,-0.192,-0.155,-0.193,92.000
'0:02.880',5.725,-0.188,-0.153,-0.202,92.000
'0:02.890',5.980,-0.184,-0.150,-0.211,92.000
'0:02.900',7.170,-0.180,-0.147,-0.221,92.000
'0:02.910',7.665,-0.176,-0.144,-0.229,92.000
'0:02.920',9.050,-0.172,-0.141,-0.237,92.000
'0:02.930',9.805,-0.168,-0.138,-0.245,92.000
'0:02.940',-9.070,-0.164,-0.135,-0.253,92.000
'0:02.950',-8.035,-0.160,-0.132,-0.261,92.000
'0:02.960',-6.205,-0.157,-0.129,-0.268,92.000
'0:02.970',-4.855,-0.153,-0.127,-0.275,92.000
'0:02.980',-2.765,-0.150,-0.125,-0.282,92.000
'0:02.990',-1.075,-0.147,-0.123,-0.289,92.000
'0:03.000',-10.120,-0.144,-0.121,-0.296,92.000
'0:03.010',10.130,-0.141,-0.118,-0.302,92.000
'0:03.020',-10.140,-0.138,-0.116,-0.308,92.000
'0:03.030',10.150,-0.134,-0.114,-0.314,92.000
'0:03.040',-10.160,-0.131,-0.112,-0.320,92.000
'0:03.050',10.170,-0.128,-0.110,-0.326,92.000
'0:03.060',-10.185,-0.125,-0.107,-0.331,92.000
'0:03.070',10.195,-0.122,-0.104,-0.336,92.000
'0:03.080',-10.210,-0.119,-0.102,-0.341,92.000
'0:03.090',10.220,-0.116,-0.099,-0.346,92.000
'0:03.100',-10.230,-0.113,-0.097,-0.351,92.000
'0:03.110',-10.235,-0.110,-0.095,-0.356,92.000
'0:03.120',10.220,-0.108,-0.093,-0.360,92.000
'0:03.130',-10.210,-0.106,-0.091,-0.364,92.000
'0:03.140',10.195,-0.104,-0.089,-0.369,92.000
'0:03.150',-10.185,-0.102,-0.087,-0.373,92.000
'0:03.160',10.175,-0.099,-0.085,-0.377,92.000
'0:03.170',-10.165,-0.096,-0.083,-0.380,92.000
'0:03.180',10.150,-0.093,-0.081,-0.384,92.000
'0:03.190',-10.140,-0.090,-0.079,-0.388,92.000
'0:03.200',10.130,-0.087,-0.076,-0.392,92.000
'0:03.210',-10.120,-0.084,-0.074,-0.395,92.000
'0:03.220',10.110,-0.080,-0.072,-0.398,92.000
'0:03.230',-10.100,-0.077,-0.069,-0.401,92.000
'0:03.240',10.090,-0.074,-0.067,-0.405,92.000
'0:03.250',-10.080,-0.071,-0.065,-0.408,92.000
'0:03.260',10.070,-0.068,-0.063,-0.411,92.000
'0:03.270',-10.065,-0.065,-0.060,-0.414,92.000
'0:03.280',10.055,-0.062,-0.058,-0.417,92.000
'0:03.290',-10.050,-0.059,-0.056,-0.419,92.000
'0:03.300',10.040,-0.056,-0.054,-0.422,92.000
'0:03.310',-10.035,-0.054,-0.052,-0.425,92.000
'0:03.320',10.030,-0.051,-0.050,-0.427,92.000
'0:03.330',-10.025,-0.049,-0.048,-0.430,92.000
'0:03.340',10.015,-0.047,-0.046,-0.432,92.000
'0:03.350',-10.015,-0.044,-0.044,-0.434,92.000
'0:03.360',10.010,-0.042,-0.043,-0.436,92.000
'0:03.370',-10.005,-0.040,-0.041,-0.439,92.000
'0:03.380',10.005,-0.038,-0.039,-0.441,92.000
'0:03.390',-10.005,-0.036,-0.038,-0.443,92.000
'0:03.400',10.000,-0.033,-0.036,-0.445,92.000
'0:03.410',-10.000,-0.032,-0.035,-0.447,92.000
'0:03.420',10.000,-0.030,-0.034,-0.449,92.000
'0:03.430',-10.005,-0.029,-0.033,-0.451,92.000
'0:03.440',10.005,-0.027,-0.032,-0.453,92.000
'0:03.450',-10.005,-0.025,-0.031,-0.455,92.000
'0:03.460',10.010,-0.023,-0.029,-0.456,92.000
'0:03.470',-10.010,-0.021,-0.027,-0.458,92.000
'0:03.480',10.015,-0.018,-0.025,-0.459,92.000
'0:03.490',-10.020,-0.016,-0.024,-0.461,92.000
'0:03.500',10.025,-0.014,-0.022,-0.462,92.000
'0:03.510',-10.030,-0.011,-0.020,-0.464,92.000
'0:03.520',10.035,-0.009,-0.018,-0.465,92.000
'0:03.530',-10.045,-0.007,-0.016,-0.466,92.000
'0:03.540',10.050,-0.004,-0.014,-0.468,92.000
'0:03.550',-10.055,-0.002,-0.012,-0.469,92.000
'0:03.560',10.065,-0.000,-0.011,-0.470,92.000
'0:03.570',-10.070,0.001,-0.009,-0.471,92.000
'0:03.580',10.080,0.002,-0.008,-0.472,92.000
'0:03.590',-10.085,0.004,-0.007,-0.473,92.000
'0:03.600',10.095,0.005,-0.005,-0.474,92.000
'0:03.610',-10.100,0.007,-0.004,-0.475,92.000
'0:03.620',10.110,0.010,-0.002,-0.476,92.000
'0:03.630',-10.115,0.012,-0.000,-0.477,92.000
'0:03.640',10.125,0.015,0.002,-0.478,92.000
'0:03.650',-10.135,0.017,0.003,-0.479,92.000
'0:03.660',10.140,0.020,0.005,-0.480,92.000
'0:03.670',-10.150,0.022,0.006,-0.481,92.000
'0:03.680',10.155,0.024,0.008,-0.481,92.000
'0:03.690',-10.160,0.027,0.009,-0.482,92.000
'0:03.700',10.170,0.029,0.011,-0.483,92.000
'0:03.710',-10.175,0.030,0.012,-0.483,92.000
'0:03.720',10.180,0.031,0.012,-0.484,92.000
'0:03.730',-10.185,0.032,0.013,-0.484,92.000
'0:03.740',10.195,0.033,0.014,-0.485,92.000
'0:03.750',-10.195,0.033,0.014,-0.486,92.000
'0:03.760',10.205,0.034,0.015,-0.486,92.000
'0:03.770',-10.205,0.035,0.015,-0.486,92.000
'0:03.780',10.210,0.035,0.015,-0.487,92.000
'0:03.790',-10.215,0.036,0.016,-0.487,92.000
'0:03.800',10.220,0.036,0.016,-0.488,92.000
'0:03.810',-10.220,0.036,0.016,-0.488,92.000
'0:03.820',10.225,0.036,0.016,-0.488,92.000
'0:03.830',-10.225,0.037,0.016,-0.488,92.000
'0:03.840',10.230,0.037,0.016,-0.488,92.000
'0:03.850',-10.230,0.037,0.016,-0.488,92.000
'0:03.860',10.230,0.038,0.016,-0.486,92.000
'0:03.870',-10.235,0.038,0.016,-0.485,92.000
'0:03.880',10.235,0.039,0.017,-0.483,92.000
'0:03.890',-10.235,0.040,0.017,-0.482,92.000
'0:03.900',-10.235,0.041,0.017,-0.480,92.000
'0:03.910',10.235,0.040,0.016,-0.475,92.000
'0:03.920',-10.235,0.040,0.016,-0.471,92.000
'0:03.930',10.235,0.039,0.015,-0.466,92.000
'0:03.940',-10.230,0.039,0.015,-0.461,92.000
'0:03.950',10.230,0.038,0.014,-0.456,93.000
'0:03.960',-10.225,0.035,0.012,-0.448,93.000
'0:03.970',10.225,0.033,0.011,-0.440,93.000
'0:03.980',-10.220,0.031,0.009,-0.432,93.000
'0:03.990',10.220,0.028,0.007,-0.424,93.000
'0:04.000',-10.215,0.026,0.005,-0.416,93.000
'0:04.010',10.215,0.024,0.004,-0.406,93.000
'0:04.020',-10.210,0.022,0.003,-0.395,93.000
'0:04.030',10.205,0.020,0.002,-0.385,93.000
'0:04.040',-10.200,0.018,0.001,-0.375,93.000
'0:04.050',10.195,0.017,-0.000,-0.365,93.000
'0:04.060',-10.190,0.015,-0.001,-0.353,93.000
'0:04.070',10.185,0.013,-0.003,-0.342,93.000
'0:04.080',-10.180,0.011,-0.004,-0.330,93.000
'0:04.090',10.175,0.009,-0.005,-0.319,93.000
'0:04.100',-10.165,0.008,-0.006,-0.307,93.000
'0:04.110',10.160,0.007,-0.007,-0.295,93.000
'0:04.120',-10.150,0.005,-0.008,-0.283,93.000
'0:04.130',10.145,0.004,-0.009,-0.271,93.000
'0:04.140',-10.135,0.003,-0.010,-0.260,93.000
'0:04.150',10.130,0.002,-0.012,-0.248,93.000
'0:04.160',-10.120,0.002,-0.012,-0.236,93.000
'0:04.170',10.115,0.001,-0.012,-0.224,93.000
'0:04.180',-10.105,0.001,-0.012,-0.212,93.000
'0:04.190',10.095,0.001,-0.013,-0.200,93.000
'0:04.200',-10.090,0.000,-0.013,-0.188,93.000
'0:04.210',10.080,-0.002,-0.014,-0.176,93.000
'0:04.220',-10.075,-0.004,-0.016,-0.165,93.000
'0:04.230',10.065,-0.005,-0.017,-0.154,93.000
'0:04.240',-10.060,-0.007,-0.018,-0.142,93.000
'0:04.250',10.055,-0.009,-0.019,-0.131,93.000
'0:04.260',-10.045,-0.012,-0.021,-0.120,93.000
'0:04.270',10.040,-0.014,-0.023,-0.109,93.000
'0:04.280',-10.035,-0.017,-0.025,-0.097,93.000
'0:04.290',10.030,-0.019,-0.027,-0.086,93.000
'0:04.300',-10.025,-0.021,-0.029,-0.075,93.000
'0:04.310',10.020,-0.024,-0.031,-0.065,93.000
'0:04.320',-10.015,-0.026,-0.033,-0.054,93.000
'0:04.330',10.015,-0.028,-0.034,-0.044,93.000
'0:04.340',-10.010,-0.030,-0.036,-0.034,93.000
'0:04.350',10.010,-0.033,-0.038,-0.023,93.000
'0:04.360',-10.010,-0.035,-0.039,-0.014,93.000
'0:04.370',10.010,-0.038,-0.041,-0.004,93.000
'0:04.380',-10.015,-0.040,-0.043,0.005,93.000
'0:04.390',10.015,-0.043,-0.045,0.015,93.000
'0:04.400',-10.015,-0.046,-0.047,0.024,93.000
'0:04.410',10.020,-0.049,-0.048,0.033,93.000
'0:04.420',-10.025,-0.051,-0.050,0.043,93.000
'0:04.430',10.030,-0.054,-0.052,0.052,93.000
'0:04.440',-10.035,-0.057,-0.053,0.061,93.000
'0:04.450',10.045,-0.059,-0.055,0.070,93.000
'0:04.460',-10.050,-0.061,-0.057,0.079,93.000
'0:04.470',10.060,-0.063,-0.058,0.087,93.000
'0:04.480',-10.070,-0.065,-0.060,0.096,93.000
'0:04.490',10.075,-0.066,-0.061,0.104,93.000
'0:04.500',-10.085,-0.068,-0.063,0.113,93.000
'0:04.510',10.095,-0.069,-0.064,0.120,93.000
'0:04.520',-10.105,-0.070,-0.065,0.128,93.000
'0:04.530',10.120,-0.071,-0.066,0.136,93.000
'0:04.540',-10.130,-0.071,-0.066,0.143,93.000
'0:04.550',10.140,-0.072,-0.067,0.151,93.000
'0:04.560',-10.150,-0.073,-0.068,0.158,93.000
'0:04.570',10.160,-0.074,-0.068,0.165,93.000
'0:04.580',-10.175,-0.075,-0.068,0.172,93.000
'0:04.590',10.185,-0.076,-0.069,0.180,93.000
'0:04.600',-10.195,-0.077,-0.069,0.187,93.000
'0:04.610',10.205,-0.079,-0.071,0.193,93.000
'0:04.620',-10.215,-0.081,-0.072,0.200,93.000
'0:04.630',10.225,-0.083,-0.074,0.207,93.000
'0:04.640',-10.235,-0.084,-0.075,0.213,93.000
'0:04.650',-10.230,-0.086,-0.077,0.220,93.000
