'Elapsed time','Resp C','Resp A','Resp N','SpO2'
'0:00.610',-0.161,-0.344,0.298,93.000
'0:00.620',-0.161,-0.345,0.299,93.000
'0:00.630',-0.162,-0.347,0.301,93.000
'0:00.640',-0.162,-0.349,0.302,93.000
'0:00.650',-0.162,-0.351,0.303,93.000
'0:00.660',-0.163,-0.352,0.305,93.000
'0:00.670',-0.164,-0.353,0.306,93.000
'0:00.680',-0.164,-0.354,0.307,93.000
'0:00.690',-0.165,-0.354,0.308,93.000
'0:00.700',-0.165,-0.355,0.310,93.000
'0:00.710',-0.165,-0.356,0.311,93.000
'0:00.720',-0.165,-0.357,0.312,93.000
'0:00.730',-0.164,-0.358,0.313,93.000
'0:00.740',-0.164,-0.359,0.314,93.000
'0:00.750',-0.164,-0.360,0.315,93.000
'0:00.760',-0.164,-0.360,0.315,93.000
'0:00.770',-0.164,-0.359,0.316,93.000
'0:00.780',-0.164,-0.358,0.317,93.000
'0:00.790',-0.165,-0.358,0.318,93.000
'0:00.800',-0.165,-0.357,0.319,93.000
'0:00.810',-0.165,-0.356,0.320,93.000
'0:00.820',-0.166,-0.354,0.320,93.000
'0:00.830',-0.166,-0.353,0.321,93.000
'0:00.840',-0.167,-0.351,0.322,93.000
'0:00.850',-0.167,-0.350,0.322,93.000
'0:00.860',-0.169,-0.348,0.323,93.000
'0:00.870',-0.170,-0.345,0.324,93.000
'0:00.880',-0.171,-0.343,0.324,93.000
'0:00.890',-0.173,-0.341,0.325,93.000
'0:00.900',-0.174,-0.339,0.326,93.000
'0:00.910',-0.174,-0.337,0.326,93.000
'0:00.920',-0.175,-0.335,0.326,93.000
'0:00.930',-0.175,-0.333,0.326,93.000
'0:00.940',-0.176,-0.331,0.326,93.000
'0:00.950',-0.176,-0.329,0.326,93.000
'0:00.960',-0.175,-0.331,0.325,93.000
'0:00.970',-0.173,-0.333,0.323,93.000
'0:00.980',-0.172,-0.336,0.322,93.000
'0:00.990',-0.170,-0.338,0.321,93.000
'0:01.000',-0.169,-0.340,0.320,93.000
'0:01.010',-0.168,-0.339,0.317,93.000
'0:01.020',-0.168,-0.339,0.315,93.000
'0:01.030',-0.167,-0.338,0.312,93.000
'0:01.040',-0.166,-0.338,0.309,93.000
'0:01.050',-0.166,-0.337,0.307,93.000
'0:01.060',-0.165,-0.334,0.302,93.000
'0:01.070',-0.164,-0.331,0.298,93.000
'0:01.080',-0.163,-0.329,0.293,93.000
'0:01.090',-0.161,-0.326,0.289,93.000
'0:01.100',-0.160,-0.323,0.285,93.000
'0:01.110',-0.160,-0.320,0.280,93.000
'0:01.120',-0.160,-0.317,0.274,93.000
'0:01.130',-0.160,-0.314,0.269,93.000
'0:01.140',-0.160,-0.311,0.264,93.000
'0:01.150',-0.159,-0.308,0.259,93.000
'0:01.160',-0.159,-0.306,0.253,93.000
'0:01.170',-0.159,-0.303,0.247,93.000
'0:01.180',-0.158,-0.300,0.241,93.000
'0:01.190',-0.158,-0.298,0.235,93.000
'0:01.200',-0.157,-0.295,0.230,93.000
'0:01.210',-0.155,-0.293,0.224,93.000
'0:01.220',-0.153,-0.291,0.218,93.000
'0:01.230',-0.151,-0.289,0.212,93.000
'0:01.240',-0.149,-0.286,0.206,93.000
'0:01.250',-0.146,-0.284,0.200,93.000
'0:01.260',-0.145,-0.279,0.194,93.000
'0:01.270',-0.144,-0.274,0.189,93.000
'0:01.280',-0.143,-0.269,0.183,93.000
'0:01.290',-0.142,-0.263,0.178,93.000
'0:01.300',-0.142,-0.258,0.172,93.000
'0:01.310',-0.141,-0.253,0.167,93.000
'0:01.320',-0.141,-0.248,0.161,93.000
'0:01.330',-0.140,-0.243,0.155,93.000
'0:01.340',-0.140,-0.238,0.150,93.000
'0:01.350',-0.139,-0.233,0.144,93.000
'0:01.360',-0.138,-0.231,0.139,93.000
'0:01.370',-0.137,-0.229,0.133,93.000
'0:01.380',-0.135,-0.226,0.128,93.000
'0:01.390',-0.134,-0.224,0.122,93.000
'0:01.400',-0.133,-0.222,0.117,93.000
'0:01.410',-0.132,-0.217,0.112,93.000
'0:01.420',-0.131,-0.213,0.106,93.000
'0:01.430',-0.131,-0.209,0.101,93.000
'0:01.440',-0.130,-0.204,0.096,93.000
'0:01.450',-0.129,-0.200,0.090,93.000
'0:01.460',-0.129,-0.191,0.085,93.000
'0:01.470',-0.128,-0.183,0.080,93.000
'0:01.480',-0.128,-0.175,0.075,93.000
'0:01.490',-0.127,-0.166,0.070,93.000
'0:01.500',-0.127,-0.158,0.065,93.000
'0:01.510',-0.126,-0.154,0.060,93.000
'0:01.520',-0.126,-0.149,0.055,93.000
'0:01.530',-0.126,-0.144,0.050,93.000
'0:01.540',-0.125,-0.140,0.045,93.000
'0:01.550',-0.125,-0.135,0.040,93.000
'0:01.560',-0.124,-0.134,0.035,93.000
'0:01.570',-0.123,-0.133,0.029,93.000
'0:01.580',-0.123,-0.132,0.025,93.000
'0:01.590',-0.122,-0.131,0.019,93.000
'0:01.600',-0.121,-0.130,0.014,93.000
'0:01.610',-0.122,-0.129,0.009,93.000
'0:01.620',-0.122,-0.127,0.005,93.000
'0:01.630',-0.122,-0.125,-0.000,93.000
'0:01.640',-0.122,-0.124,-0.005,93.000
'0:01.650',-0.122,-0.122,-0.010,93.000
'0:01.660',-0.121,-0.120,-0.015,93.000
'0:01.670',-0.121,-0.118,-0.019,93.000
'0:01.680',-0.120,-0.116,-0.024,93.000
'0:01.690',-0.119,-0.114,-0.029,93.000
'0:01.700',-0.119,-0.113,-0.034,93.000
'0:01.710',-0.117,-0.111,-0.039,93.000
'0:01.720',-0.116,-0.110,-0.044,93.000
'0:01.730',-0.115,-0.108,-0.049,93.000
'0:01.740',-0.113,-0.107,-0.054,93.000
'0:01.750',-0.112,-0.105,-0.059,93.000
'0:01.760',-0.111,-0.104,-0.063,93.000
'0:01.770',-0.111,-0.103,-0.068,93.000
'0:01.780',-0.110,-0.102,-0.073,93.000
'0:01.790',-0.110,-0.101,-0.078,93.000
'0:01.800',-0.109,-0.100,-0.083,93.000
'0:01.810',-0.108,-0.098,-0.087,93.000
'0:01.820',-0.107,-0.096,-0.092,93.000
'0:01.830',-0.107,-0.094,-0.097,93.000
'0:01.840',-0.106,-0.092,-0.101,93.000
'0:01.850',-0.105,-0.090,-0.106,93.000
'0:01.860',-0.103,-0.087,-0.111,93.000
'0:01.870',-0.102,-0.085,-0.116,93.000
'0:01.880',-0.101,-0.083,-0.120,93.000
'0:01.890',-0.100,-0.080,-0.125,93.000
'0:01.900',-0.098,-0.078,-0.130,93.000
'0:01.910',-0.097,-0.076,-0.135,93.000
'0:01.920',-0.097,-0.073,-0.140,93.000
'0:01.930',-0.096,-0.071,-0.144,93.000
'0:01.940',-0.095,-0.069,-0.149,93.000
'0:01.950',-0.094,-0.067,-0.154,94.000
'0:01.960',-0.093,-0.065,-0.158,94.000
'0:01.970',-0.093,-0.063,-0.163,94.000
'0:01.980',-0.092,-0.061,-0.168,94.000
'0:01.990',-0.092,-0.060,-0.172,94.000
'0:02.000',-0.091,-0.058,-0.177,94.000
'0:02.010',-0.090,-0.055,-0.182,94.000
'0:02.020',-0.089,-0.052,-0.186,94.000
'0:02.030',-0.088,-0.050,-0.191,94.000
'0:02.040',-0.087,-0.047,-0.195,94.000
'0:02.050',-0.086,-0.045,-0.200,94.000
'0:02.060',-0.085,-0.042,-0.204,94.000
'0:02.070',-0.084,-0.040,-0.208,94.000
'0:02.080',-0.083,-0.037,-0.213,94.000
'0:02.090',-0.082,-0.035,-0.217,94.000
'0:02.100',-0.082,-0.032,-0.221,94.000
'0:02.110',-0.081,-0.031,-0.225,94.000
'0:02.120',-0.081,-0.029,-0.230,94.000
'0:02.130',-0.080,-0.027,-0.234,94.000
'0:02.140',-0.080,-0.025,-0.238,94.000
'0:02.150',-0.079,-0.023,-0.242,94.000
'0:02.160',-0.078,-0.021,-0.246,94.000
'0:02.170',-0.077,-0.018,-0.250,94.000
'0:02.180',-0.076,-0.016,-0.253,94.000
'0:02.190',-0.075,-0.013,-0.257,94.000
'0:02.200',-0.073,-0.011,-0.261,94.000
'0:02.210',-0.073,-0.008,-0.265,94.000
'0:02.220',-0.073,-0.006,-0.268,94.000
'0:02.230',-0.072,-0.004,-0.272,94.000
'0:02.240',-0.072,-0.002,-0.276,94.000
'0:02.250',-0.071,0.000,-0.280,94.000
'0:02.260',-0.071,0.003,-0.283,94.000
'0:02.270',-0.070,0.005,-0.286,94.000
'0:02.280',-0.070,0.008,-0.290,94.000
'0:02.290',-0.069,0.010,-0.293,94.000
'0:02.300',-0.069,0.013,-0.297,94.000
'0:02.310',-0.069,0.015,-0.300,94.000
'0:02.320',-0.069,0.017,-0.303,94.000
'0:02.330',-0.069,0.019,-0.306,94.000
'0:02.340',-0.068,0.021,-0.309,94.000
'0:02.350',-0.068,0.023,-0.312,94.000
'0:02.360',-0.069,0.024,-0.315,94.000
'0:02.370',-0.071,0.026,-0.317,94.000
'0:02.380',-0.072,0.027,-0.320,94.000
'0:02.390',-0.073,0.028,-0.323,94.000
'0:02.400',-0.074,0.030,-0.326,94.000
'0:02.410',-0.075,0.031,-0.328,94.000
'0:02.420',-0.075,0.033,-0.330,94.000
'0:02.430',-0.076,0.034,-0.333,94.000
'0:02.440',-0.076,0.036,-0.335,94.000
'0:02.450',-0.077,0.037,-0.337,94.000
'0:02.460',-0.077,0.035,-0.339,94.000
'0:02.470',-0.077,0.033,-0.341,94.000
'0:02.480',-0.077,0.030,-0.343,94.000
'0:02.490',-0.077,0.028,-0.345,94.000
'0:02.500',-0.077,0.026,-0.346,94.000
'0:02.510',-0.076,0.022,-0.347,94.000
'0:02.520',-0.076,0.018,-0.348,94.000
'0:02.530',-0.076,0.014,-0.349,94.000
'0:02.540',-0.076,0.010,-0.350,94.000
'0:02.550',-0.075,0.005,-0.351,94.000
'0:02.560',-0.074,0.003,-0.350,94.000
'0:02.570',-0.074,0.000,-0.349,94.000
'0:02.580',-0.073,-0.002,-0.347,94.000
'0:02.590',-0.072,-0.005,-0.346,94.000
'0:02.600',-0.071,-0.007,-0.345,94.000
'0:02.610',-0.072,-0.010,-0.341,94.000
'0:02.620',-0.072,-0.013,-0.337,94.000
'0:02.630',-0.073,-0.015,-0.333,94.000
'0:02.640',-0.073,-0.018,-0.330,94.000
'0:02.650',-0.073,-0.021,-0.326,94.000
'0:02.660',-0.074,-0.023,-0.320,94.000
'0:02.670',-0.075,-0.026,-0.314,94.000
'0:02.680',-0.076,-0.028,-0.308,94.000
'0:02.690',-0.077,-0.030,-0.302,94.000
'0:02.700',-0.078,-0.033,-0.296,94.000
'0:02.710',-0.080,-0.035,-0.289,94.000
'0:02.720',-0.082,-0.038,-0.282,94.000
'0:02.730',-0.083,-0.041,-0.274,94.000
'0:02.740',-0.085,-0.043,-0.267,94.000
'0:02.750',-0.087,-0.046,-0.259,94.000
'0:02.760',-0.089,-0.049,-0.251,94.000
'0:02.770',-0.091,-0.052,-0.243,94.000
'0:02.780',-0.093,-0.055,-0.235,94.000
'0:02.790',-0.096,-0.058,-0.227,94.000
'0:02.800',-0.098,-0.061,-0.219,94.000
'0:02.810',-0.099,-0.063,-0.210,94.000
'0:02.820',-0.101,-0.065,-0.201,94.000
'0:02.830',-0.102,-0.068,-0.192,94.000
'0:02.840',-0.104,-0.070,-0.184,94.000
'0:02.850',-0.106,-0.073,-0.175,94.000
'0:02.860',-0.108,-0.076,-0.166,94.000
'0:02.870',-0.109,-0.078,-0.157,94.000
'0:02.880',-0.111,-0.081,-0.148,94.000
'0:02.890',-0.113,-0.084,-0.139,94.000
'0:02.900',-0.115,-0.087,-0.130,94.000
'0:02.910',-0.116,-0.089,-0.121,94.000
'0:02.920',-0.117,-0.091,-0.112,94.000
'0:02.930',-0.118,-0.094,-0.103,94.000
'0:02.940',-0.119,-0.096,-0.094,94.000
'0:02.950',-0.120,-0.099,-0.086,94.000
'0:02.960',-0.121,-0.100,-0.077,94.000
'0:02.970',-0.121,-0.102,-0.069,94.000
'0:02.980',-0.122,-0.104,-0.060,94.000
'0:02.990',-0.123,-0.105,-0.052,94.000
'0:03.000',-0.123,-0.107,-0.044,94.000
'0:03.010',-0.124,-0.109,-0.036,94.000
'0:03.020',-0.125,-0.111,-0.028,94.000
'0:03.030',-0.126,-0.114,-0.020,94.000
'0:03.040',-0.127,-0.116,-0.012,94.000
'0:03.050',-0.128,-0.118,-0.004,94.000
'0:03.060',-0.128,-0.120,0.003,94.000
'0:03.070',-0.129,-0.121,0.010,94.000
'0:03.080',-0.129,-0.123,0.018,94.000
'0:03.090',-0.130,-0.125,0.025,94.000
'0:03.100',-0.130,-0.126,0.032,94.000
'0:03.110',-0.131,-0.128,0.039,94.000
'0:03.120',-0.132,-0.131,0.045,94.000
'0:03.130',-0.133,-0.133,0.052,94.000
'0:03.140',-0.134,-0.135,0.059,94.000
'0:03.150',-0.135,-0.137,0.066,94.000
'0:03.160',-0.137,-0.140,0.071,94.000
'0:03.170',-0.139,-0.142,0.078,94.000
'0:03.180',-0.141,-0.144,0.084,94.000
'0:03.190',-0.143,-0.147,0.090,94.000
'0:03.200',-0.145,-0.149,0.096,94.000
'0:03.210',-0.146,-0.151,0.101,94.000
'0:03.220',-0.146,-0.152,0.106,94.000
'0:03.230',-0.147,-0.154,0.112,94.000
'0:03.240',-0.147,-0.156,0.117,94.000
'0:03.250',-0.148,-0.157,0.122,94.000
'0:03.260',-0.148,-0.166,0.127,94.000
'0:03.270',-0.148,-0.175,0.132,94.000
'0:03.280',-0.148,-0.184,0.136,94.000
'0:03.290',-0.148,-0.193,0.141,94.000
'0:03.300',-0.148,-0.202,0.146,94.000
'0:03.310',-0.147,-0.211,0.150,94.000
'0:03.320',-0.147,-0.219,0.154,94.000
'0:03.330',-0.147,-0.228,0.158,94.000
'0:03.340',-0.146,-0.237,0.162,94.000
'0:03.350',-0.146,-0.245,0.166,94.000
'0:03.360',-0.145,-0.246,0.169,94.000
'0:03.370',-0.145,-0.247,0.173,94.000
'0:03.380',-0.144,-0.247,0.176,94.000
'0:03.390',-0.144,-0.248,0.180,94.000
'0:03.400',-0.143,-0.249,0.183,94.000
'0:03.410',-0.145,-0.251,0.187,94.000
'0:03.420',-0.146,-0.252,0.190,94.000
'0:03.430',-0.147,-0.254,0.193,94.000
'0:03.440',-0.148,-0.256,0.197,94.000
'0:03.450',-0.150,-0.258,0.200,94.000
'0:03.460',-0.149,-0.263,0.203,94.000
'0:03.470',-0.149,-0.268,0.206,94.000
'0:03.480',-0.149,-0.273,0.209,94.000
'0:03.490',-0.148,-0.277,0.212,94.000
'0:03.500',-0.148,-0.282,0.215,94.000
'0:03.510',-0.149,-0.285,0.218,94.000
'0:03.520',-0.149,-0.288,0.220,94.000
'0:03.530',-0.150,-0.292,0.223,94.000
'0:03.540',-0.150,-0.295,0.226,94.000
'0:03.550',-0.151,-0.298,0.228,94.000
'0:03.560',-0.151,-0.299,0.231,94.000
'0:03.570',-0.152,-0.300,0.233,94.000
'0:03.580',-0.152,-0.301,0.235,94.000
'0:03.590',-0.153,-0.302,0.238,94.000
'0:03.600',-0.153,-0.304,0.240,94.000
'0:03.610',-0.152,-0.306,0.242,94.000
'0:03.620',-0.151,-0.309,0.244,94.000
'0:03.630',-0.150,-0.312,0.247,94.000
'0:03.640',-0.150,-0.314,0.249,94.000
'0:03.650',-0.149,-0.317,0.251,94.000
'0:03.660',-0.149,-0.321,0.253,94.000
'0:03.670',-0.150,-0.324,0.255,94.000
'0:03.680',-0.150,-0.328,0.257,94.000
'0:03.690',-0.150,-0.331,0.259,94.000
'0:03.700',-0.151,-0.335,0.261,94.000
'0:03.710',-0.151,-0.335,0.262,94.000
'0:03.720',-0.152,-0.336,0.264,94.000
'0:03.730',-0.152,-0.336,0.265,94.000
'0:03.740',-0.152,-0.336,0.267,94.000
'0:03.750',-0.153,-0.337,0.268,94.000
'0:03.760',-0.153,-0.337,0.270,94.000
'0:03.770',-0.153,-0.338,0.271,94.000
'0:03.780',-0.153,-0.338,0.272,94.000
'0:03.790',-0.153,-0.339,0.274,94.000
'0:03.800',-0.153,-0.340,0.275,94.000
'0:03.810',-0.153,-0.341,0.277,94.000
'0:03.820',-0.154,-0.342,0.278,94.000
'0:03.830',-0.154,-0.343,0.279,94.000
'0:03.840',-0.155,-0.344,0.281,94.000
'0:03.850',-0.155,-0.346,0.282,94.000
'0:03.860',-0.157,-0.345,0.283,94.000
'0:03.870',-0.158,-0.344,0.284,94.000
'0:03.880',-0.160,-0.344,0.285,94.000
'0:03.890',-0.161,-0.343,0.286,94.000
'0:03.900',-0.162,-0.343,0.287,94.000
'0:03.910',-0.163,-0.343,0.288,94.000
'0:03.920',-0.163,-0.343,0.289,94.000
'0:03.930',-0.163,-0.343,0.290,94.000
'0:03.940',-0.164,-0.343,0.291,94.000
'0:03.950',-0.164,-0.344,0.291,94.000
'0:03.960',-0.163,-0.342,0.292,94.000
'0:03.970',-0.163,-0.341,0.292,94.000
'0:03.980',-0.163,-0.340,0.292,94.000
'0:03.990',-0.162,-0.339,0.293,94.000
'0:04.000',-0.162,-0.337,0.293,94.000
'0:04.010',-0.162,-0.340,0.292,94.000
'0:04.020',-0.162,-0.343,0.292,94.000
'0:04.030',-0.162,-0.346,0.291,94.000
'0:04.040',-0.162,-0.349,0.291,94.000
'0:04.050',-0.162,-0.352,0.290,94.000
'0:04.060',-0.162,-0.353,0.289,94.000
'0:04.070',-0.162,-0.354,0.288,94.000
'0:04.080',-0.162,-0.355,0.287,94.000
'0:04.090',-0.163,-0.357,0.285,94.000
'0:04.100',-0.163,-0.358,0.284,94.000
'0:04.110',-0.162,-0.356,0.282,94.000
'0:04.120',-0.162,-0.354,0.280,94.000
'0:04.130',-0.162,-0.351,0.277,94.000
'0:04.140',-0.162,-0.349,0.275,94.000
'0:04.150',-0.161,-0.347,0.273,94.000
'0:04.160',-0.161,-0.349,0.271,94.000
'0:04.170',-0.160,-0.350,0.269,94.000
'0:04.180',-0.160,-0.352,0.266,94.000
'0:04.190',-0.160,-0.353,0.264,94.000
'0:04.200',-0.159,-0.355,0.262,94.000
'0:04.210',-0.159,-0.355,0.260,94.000
'0:04.220',-0.160,-0.356,0.259,94.000
'0:04.230',-0.160,-0.356,0.257,94.000
'0:04.240',-0.160,-0.356,0.256,94.000
'0:04.250',-0.160,-0.357,0.255,94.000
'0:04.260',-0.160,-0.357,0.254,94.000
'0:04.270',-0.159,-0.357,0.253,94.000
'0:04.280',-0.158,-0.357,0.253,94.000
'0:04.290',-0.158,-0.357,0.252,94.000
'0:04.300',-0.157,-0.357,0.252,94.000
'0:04.310',-0.157,-0.356,0.252,94.000
'0:04.320',-0.156,-0.354,0.252,94.000
'0:04.330',-0.156,-0.353,0.252,94.000
'0:04.340',-0.155,-0.352,0.252,94.000
'0:04.350',-0.155,-0.351,0.252,94.000
'0:04.360',-0.155,-0.349,0.252,94.000
'0:04.370',-0.155,-0.348,0.252,94.000
'0:04.380',-0.155,-0.347,0.253,94.000
'0:04.390',-0.155,-0.346,0.253,94.000
'0:04.400',-0.156,-0.344,0.253,94.000
'0:04.410',-0.156,-0.344,0.253,94.000
'0:04.420',-0.156,-0.343,0.253,94.000
'0:04.430',-0.156,-0.343,0.253,94.000
'0:04.440',-0.155,-0.342,0.252,94.000
'0:04.450',-0.155,-0.341,0.252,94.000
'0:04.460',-0.155,-0.340,0.252,94.000
'0:04.470',-0.155,-0.339,0.251,94.000
'0:04.480',-0.154,-0.338,0.251,94.000
'0:04.490',-0.154,-0.337,0.250,94.000
'0:04.500',-0.154,-0.336,0.250,94.000
'0:04.510',-0.154,-0.336,0.248,94.000
'0:04.520',-0.154,-0.335,0.247,94.000
'0:04.530',-0.154,-0.335,0.246,94.000
'0:04.540',-0.154,-0.334,0.245,94.000
'0:04.550',-0.154,-0.334,0.244,94.000
'0:04.560',-0.155,-0.332,0.241,94.000
'0:04.570',-0.156,-0.330,0.239,94.000
'0:04.580',-0.157,-0.327,0.237,94.000
'0:04.590',-0.157,-0.325,0.235,94.000
'0:04.600',-0.158,-0.323,0.233,94.000
'0:04.610',-0.159,-0.321,0.230,94.000
'0:04.620',-0.160,-0.320,0.227,94.000
'0:04.630',-0.160,-0.319,0.225,94.000
'0:04.640',-0.161,-0.317,0.222,94.000
'0:04.650',-0.162,-0.316,0.219,94.000
'0:04.660',-0.162,-0.313,0.216,94.000
'0:04.670',-0.161,-0.311,0.213,94.000
'0:04.680',-0.161,-0.309,0.211,94.000
'0:04.690',-0.161,-0.307,0.208,94.000
'0:04.700',-0.161,-0.304,0.205,94.000
'0:04.710',-0.160,-0.303,0.202,94.000
'0:04.720',-0.159,-0.301,0.199,94.000
'0:04.730',-0.158,-0.299,0.196,94.000
'0:04.740',-0.157,-0.298,0.192,94.000
'0:04.750',-0.156,-0.296,0.189,94.000
'0:04.760',-0.156,-0.295,0.185,94.000
'0:04.770',-0.156,-0.294,0.182,94.000
'0:04.780',-0.156,-0.294,0.179,94.000
'0:04.790',-0.155,-0.293,0.175,94.000
'0:04.800',-0.155,-0.292,0.172,94.000
'0:04.810',-0.155,-0.289,0.168,94.000
'0:04.820',-0.154,-0.287,0.164,94.000
'0:04.830',-0.154,-0.284,0.161,94.000
'0:04.840',-0.153,-0.282,0.157,94.000
'0:04.850',-0.153,-0.280,0.154,94.000
'0:04.860',-0.151,-0.280,0.150,94.000
'0:04.870',-0.150,-0.280,0.146,94.000
'0:04.880',-0.148,-0.280,0.143,94.000
'0:04.890',-0.146,-0.280,0.139,94.000
'0:04.900',-0.145,-0.280,0.135,94.000
'0:04.910',-0.144,-0.279,0.131,94.000
'0:04.920',-0.143,-0.278,0.128,94.000
'0:04.930',-0.142,-0.277,0.124,94.000
'0:04.940',-0.141,-0.276,0.120,94.000
'0:04.950',-0.140,-0.275,0.116,94.000
'0:04.960',-0.138,-0.270,0.112,94.000
'0:04.970',-0.137,-0.265,0.108,94.000
'0:04.980',-0.135,-0.261,0.104,94.000
'0:04.990',-0.134,-0.256,0.101,94.000
'0:05.000',-0.132,-0.252,0.097,94.000
'0:05.010',-0.131,-0.243,0.093,94.000
'0:05.020',-0.130,-0.235,0.089,94.000
'0:05.030',-0.129,-0.227,0.085,94.000
'0:05.040',-0.128,-0.219,0.081,94.000
'0:05.050',-0.127,-0.211,0.077,94.000
'0:05.060',-0.128,-0.204,0.073,94.000
'0:05.070',-0.128,-0.197,0.069,94.000
'0:05.080',-0.128,-0.190,0.065,94.000
'0:05.090',-0.128,-0.183,0.060,94.000
'0:05.100',-0.128,-0.177,0.056,94.000
'0:05.110',-0.127,-0.172,0.052,94.000
'0:05.120',-0.125,-0.167,0.048,94.000
'0:05.130',-0.124,-0.163,0.044,94.000
'0:05.140',-0.123,-0.158,0.040,94.000
'0:05.150',-0.121,-0.153,0.035,94.000
'0:05.160',-0.121,-0.149,0.031,94.000
'0:05.170',-0.121,-0.145,0.027,94.000
'0:05.180',-0.120,-0.141,0.023,94.000
'0:05.190',-0.120,-0.137,0.018,94.000
'0:05.200',-0.120,-0.133,0.014,94.000
'0:05.210',-0.119,-0.132,0.009,94.000
'0:05.220',-0.119,-0.130,0.005,94.000
'0:05.230',-0.119,-0.129,0.000,94.000
'0:05.240',-0.119,-0.127,-0.004,94.000
'0:05.250',-0.118,-0.126,-0.009,94.000
'0:05.260',-0.117,-0.124,-0.013,94.000
'0:05.270',-0.116,-0.121,-0.017,94.000
'0:05.280',-0.115,-0.119,-0.022,94.000
'0:05.290',-0.113,-0.116,-0.026,94.000
'0:05.300',-0.112,-0.114,-0.030,94.000
'0:05.310',-0.111,-0.112,-0.035,94.000
'0:05.320',-0.110,-0.109,-0.039,94.000
'0:05.330',-0.109,-0.107,-0.044,94.000
'0:05.340',-0.108,-0.105,-0.048,94.000
'0:05.350',-0.107,-0.103,-0.053,94.000
'0:05.360',-0.107,-0.102,-0.057,94.000
'0:05.370',-0.107,-0.101,-0.061,94.000
'0:05.380',-0.107,-0.100,-0.066,94.000
'0:05.390',-0.107,-0.099,-0.070,94.000
'0:05.400',-0.107,-0.098,-0.074,94.000
'0:05.410',-0.108,-0.097,-0.079,94.000
'0:05.420',-0.108,-0.095,-0.083,94.000
'0:05.430',-0.109,-0.094,-0.087,94.000
'0:05.440',-0.110,-0.093,-0.091,94.000
'0:05.450',-0.110,-0.092,-0.095,94.000
'0:05.460',-0.109,-0.090,-0.100,94.000
'0:05.470',-0.108,-0.089,-0.104,94.000
'0:05.480',-0.107,-0.087,-0.109,94.000
'0:05.490',-0.106,-0.085,-0.113,94.000
'0:05.500',-0.104,-0.083,-0.117,94.000
