'Elapsed time','Resp C','Resp A','Resp N','SpO2'
'0:01.190',-0.067,-0.494,-0.089,97.000
'0:01.200',-0.065,-0.486,-0.090,97.000
'0:01.210',-0.064,-0.475,-0.090,97.000
'0:01.220',-0.062,-0.465,-0.090,97.000
'0:01.230',-0.060,-0.454,-0.090,97.000
'0:01.240',-0.058,-0.444,-0.090,97.000
'0:01.250',-0.056,-0.433,-0.090,97.000
'0:01.260',-0.056,-0.420,-0.090,97.000
'0:01.270',-0.055,-0.407,-0.090,97.000
'0:01.280',-0.055,-0.393,-0.090,97.000
'0:01.290',-0.054,-0.380,-0.090,97.000
'0:01.300',-0.054,-0.366,-0.091,97.000
'0:01.310',-0.052,-0.337,-0.090,97.000
'0:01.320',-0.049,-0.308,-0.090,97.000
'0:01.330',-0.047,-0.278,-0.090,97.000
'0:01.340',-0.045,-0.249,-0.090,97.000
'0:01.350',-0.043,-0.220,-0.090,97.000
'0:01.360',-0.042,-0.193,-0.090,97.000
'0:01.370',-0.041,-0.166,-0.090,97.000
'0:01.380',-0.040,-0.139,-0.090,97.000
'0:01.390',-0.038,-0.112,-0.090,97.000
'0:01.400',-0.037,-0.085,-0.090,97.000
'0:01.410',-0.037,-0.077,-0.089,97.000
'0:01.420',-0.036,-0.069,-0.089,97.000
'0:01.430',-0.035,-0.061,-0.089,97.000
'0:01.440',-0.035,-0.053,-0.089,97.000
'0:01.450',-0.034,-0.045,-0.089,97.000
'0:01.460',-0.032,-0.039,-0.089,97.000
'0:01.470',-0.029,-0.033,-0.089,97.000
'0:01.480',-0.027,-0.027,-0.089,97.000
'0:01.490',-0.025,-0.021,-0.089,97.000
'0:01.500',-0.023,-0.015,-0.089,97.000
'0:01.510',-0.021,-0.011,-0.089,97.000
'0:01.520',-0.019,-0.006,-0.089,97.000
'0:01.530',-0.017,-0.001,-0.089,97.000
'0:01.540',-0.015,0.003,-0.089,97.000
'0:01.550',-0.013,0.008,-0.089,97.000
'0:01.560',-0.014,0.011,-0.089,97.000
'0:01.570',-0.015,0.014,-0.089,97.000
'0:01.580',-0.015,0.017,-0.089,97.000
'0:01.590',-0.016,0.020,-0.089,97.000
'0:01.600',-0.017,0.023,-0.089,97.000
'0:01.610',-0.017,0.027,-0.089,97.000
'0:01.620',-0.017,0.030,-0.089,97.000
'0:01.630',-0.017,0.033,-0.089,97.000
'0:01.640',-0.016,0.037,-0.090,97.000
'0:01.650',-0.016,0.040,-0.090,97.000
'0:01.660',-0.015,0.042,-0.090,97.000
'0:01.670',-0.013,0.044,-0.090,97.000
'0:01.680',-0.012,0.045,-0.091,97.000
'0:01.690',-0.010,0.047,-0.091,97.000
'0:01.700',-0.009,0.049,-0.091,97.000
'0:01.710',-0.010,0.048,-0.091,97.000
'0:01.720',-0.012,0.046,-0.092,97.000
'0:01.730',-0.013,0.045,-0.092,97.000
'0:01.740',-0.015,0.044,-0.092,97.000
'0:01.750',-0.016,0.042,-0.092,97.000
'0:01.760',-0.017,0.038,-0.092,97.000
'0:01.770',-0.018,0.034,-0.092,97.000
'0:01.780',-0.018,0.030,-0.092,97.000
'0:01.790',-0.019,0.026,-0.092,97.000
'0:01.800',-0.020,0.022,-0.092,97.000
'0:01.810',-0.021,0.018,-0.092,97.000
'0:01.820',-0.023,0.013,-0.093,97.000
'0:01.830',-0.024,0.009,-0.093,97.000
'0:01.840',-0.026,0.005,-0.093,97.000
'0:01.850',-0.027,0.001,-0.093,97.000
'0:01.860',-0.030,-0.004,-0.093,97.000
'0:01.870',-0.033,-0.009,-0.093,97.000
'0:01.880',-0.036,-0.014,-0.093,97.000
'0:01.890',-0.039,-0.020,-0.093,97.000
'0:01.900',-0.042,-0.025,-0.094,97.000
'0:01.910',-0.045,-0.030,-0.094,97.000
'0:01.920',-0.048,-0.035,-0.093,97.000
'0:01.930',-0.051,-0.041,-0.093,97.000
'0:01.940',-0.055,-0.046,-0.093,97.000
'0:01.950',-0.058,-0.052,-0.093,97.000
'0:01.960',-0.061,-0.057,-0.093,97.000
'0:01.970',-0.065,-0.063,-0.093,97.000
'0:01.980',-0.069,-0.069,-0.092,97.000
'0:01.990',-0.072,-0.074,-0.092,97.000
'0:02.000',-0.076,-0.080,-0.091,97.000
'0:02.010',-0.079,-0.085,-0.091,97.000
'0:02.020',-0.081,-0.089,-0.091,97.000
'0:02.030',-0.084,-0.094,-0.091,97.000
'0:02.040',-0.087,-0.099,-0.090,97.000
'0:02.050',-0.089,-0.103,-0.090,97.000
'0:02.060',-0.094,-0.108,-0.090,97.000
'0:02.070',-0.098,-0.113,-0.089,97.000
'0:02.080',-0.103,-0.118,-0.089,97.000
'0:02.090',-0.107,-0.123,-0.089,97.000
'0:02.100',-0.112,-0.128,-0.088,97.000
'0:02.110',-0.116,-0.150,-0.087,97.000
'0:02.120',-0.121,-0.172,-0.087,97.000
'0:02.130',-0.126,-0.194,-0.086,97.000
'0:02.140',-0.130,-0.216,-0.085,97.000
'0:02.150',-0.135,-0.239,-0.085,97.000
'0:02.160',-0.136,-0.264,-0.084,97.000
'0:02.170',-0.136,-0.289,-0.084,97.000
'0:02.180',-0.137,-0.314,-0.083,97.000
'0:02.190',-0.138,-0.339,-0.083,97.000
'0:02.200',-0.138,-0.364,-0.083,97.000
'0:02.210',-0.138,-0.371,-0.082,97.000
'0:02.220',-0.139,-0.378,-0.081,97.000
'0:02.230',-0.139,-0.385,-0.081,97.000
'0:02.240',-0.139,-0.391,-0.080,97.000
'0:02.250',-0.140,-0.398,-0.080,97.000
'0:02.260',-0.142,-0.400,-0.079,97.000
'0:02.270',-0.144,-0.402,-0.079,97.000
'0:02.280',-0.146,-0.403,-0.078,97.000
'0:02.290',-0.148,-0.405,-0.078,97.000
'0:02.300',-0.151,-0.407,-0.077,97.000
'0:02.310',-0.153,-0.407,-0.077,97.000
'0:02.320',-0.156,-0.408,-0.076,97.000
'0:02.330',-0.158,-0.408,-0.076,97.000
'0:02.340',-0.160,-0.408,-0.076,97.000
'0:02.350',-0.163,-0.408,-0.075,97.000
'0:02.360',-0.166,-0.408,-0.075,97.000
'0:02.370',-0.168,-0.407,-0.074,97.000
'0:02.380',-0.171,-0.407,-0.074,97.000
'0:02.390',-0.174,-0.407,-0.074,97.000
'0:02.400',-0.177,-0.406,-0.073,97.000
'0:02.410',-0.180,-0.404,-0.073,97.000
'0:02.420',-0.183,-0.402,-0.073,97.000
'0:02.430',-0.187,-0.400,-0.073,97.000
'0:02.440',-0.190,-0.398,-0.072,97.000
'0:02.450',-0.193,-0.396,-0.072,97.000
'0:02.460',-0.197,-0.391,-0.072,97.000
'0:02.470',-0.201,-0.387,-0.072,97.000
'0:02.480',-0.205,-0.383,-0.071,97.000
'0:02.490',-0.210,-0.378,-0.071,97.000
'0:02.500',-0.214,-0.374,-0.071,97.000
'0:02.510',-0.218,-0.378,-0.071,97.000
'0:02.520',-0.221,-0.383,-0.070,97.000
'0:02.530',-0.225,-0.388,-0.070,97.000
'0:02.540',-0.229,-0.393,-0.070,97.000
'0:02.550',-0.233,-0.397,-0.070,97.000
'0:02.560',-0.234,-0.403,-0.069,97.000
'0:02.570',-0.235,-0.409,-0.069,97.000
'0:02.580',-0.236,-0.414,-0.069,97.000
'0:02.590',-0.237,-0.420,-0.068,97.000
'0:02.600',-0.237,-0.425,-0.068,97.000
'0:02.610',-0.237,-0.422,-0.068,97.000
'0:02.620',-0.236,-0.419,-0.067,97.000
'0:02.630',-0.235,-0.416,-0.067,97.000
'0:02.640',-0.234,-0.413,-0.067,97.000
'0:02.650',-0.233,-0.410,-0.066,97.000
'0:02.660',-0.235,-0.411,-0.066,97.000
'0:02.670',-0.237,-0.412,-0.066,97.000
'0:02.680',-0.238,-0.412,-0.065,97.000
'0:02.690',-0.240,-0.413,-0.065,97.000
'0:02.700',-0.241,-0.413,-0.065,97.000
'0:02.710',-0.243,-0.414,-0.065,97.000
'0:02.720',-0.245,-0.415,-0.065,97.000
'0:02.730',-0.247,-0.415,-0.064,97.000
'0:02.740',-0.249,-0.416,-0.064,97.000
'0:02.750',-0.251,-0.416,-0.064,97.000
'0:02.760',-0.253,-0.411,-0.064,97.000
'0:02.770',-0.255,-0.405,-0.064,97.000
'0:02.780',-0.257,-0.399,-0.064,97.000
'0:02.790',-0.259,-0.393,-0.064,97.000
'0:02.800',-0.261,-0.387,-0.064,97.000
'0:02.810',-0.262,-0.381,-0.063,97.000
'0:02.820',-0.264,-0.376,-0.063,97.000
'0:02.830',-0.266,-0.370,-0.063,97.000
'0:02.840',-0.268,-0.364,-0.063,97.000
'0:02.850',-0.270,-0.359,-0.063,97.000
'0:02.860',-0.270,-0.358,-0.063,97.000
'0:02.870',-0.270,-0.358,-0.063,97.000
'0:02.880',-0.270,-0.357,-0.063,97.000
'0:02.890',-0.270,-0.357,-0.063,97.000
'0:02.900',-0.270,-0.356,-0.063,97.000
'0:02.910',-0.271,-0.359,-0.063,97.000
'0:02.920',-0.273,-0.361,-0.063,97.000
'0:02.930',-0.274,-0.364,-0.063,97.000
'0:02.940',-0.275,-0.367,-0.063,97.000
'0:02.950',-0.276,-0.370,-0.063,97.000
'0:02.960',-0.277,-0.369,-0.063,97.000
'0:02.970',-0.278,-0.368,-0.063,97.000
'0:02.980',-0.279,-0.367,-0.063,97.000
'0:02.990',-0.280,-0.367,-0.062,97.000
'0:03.000',-0.281,-0.366,-0.062,97.000
'0:03.010',-0.282,-0.365,-0.062,97.000
'0:03.020',-0.284,-0.364,-0.062,97.000
'0:03.030',-0.285,-0.363,-0.062,97.000
'0:03.040',-0.287,-0.362,-0.062,97.000
'0:03.050',-0.288,-0.361,-0.062,97.000
'0:03.060',-0.290,-0.360,-0.062,97.000
'0:03.070',-0.291,-0.358,-0.062,97.000
'0:03.080',-0.293,-0.356,-0.062,97.000
'0:03.090',-0.294,-0.355,-0.062,97.000
'0:03.100',-0.296,-0.353,-0.062,97.000
'0:03.110',-0.296,-0.352,-0.062,97.000
'0:03.120',-0.296,-0.351,-0.062,97.000
'0:03.130',-0.296,-0.350,-0.062,97.000
'0:03.140',-0.296,-0.348,-0.061,97.000
'0:03.150',-0.296,-0.347,-0.061,97.000
'0:03.160',-0.296,-0.346,-0.061,97.000
'0:03.170',-0.295,-0.346,-0.061,97.000
'0:03.180',-0.295,-0.345,-0.061,97.000
'0:03.190',-0.295,-0.344,-0.061,97.000
'0:03.200',-0.295,-0.343,-0.061,97.000
'0:03.210',-0.295,-0.340,-0.060,97.000
'0:03.220',-0.295,-0.338,-0.060,97.000
'0:03.230',-0.295,-0.335,-0.060,97.000
'0:03.240',-0.295,-0.332,-0.060,97.000
'0:03.250',-0.295,-0.330,-0.060,97.000
'0:03.260',-0.293,-0.341,-0.060,97.000
'0:03.270',-0.292,-0.351,-0.060,97.000
'0:03.280',-0.290,-0.362,-0.060,97.000
'0:03.290',-0.289,-0.373,-0.060,97.000
'0:03.300',-0.287,-0.384,-0.060,97.000
'0:03.310',-0.282,-0.407,-0.060,97.000
'0:03.320',-0.277,-0.430,-0.060,97.000
'0:03.330',-0.272,-0.454,-0.060,97.000
'0:03.340',-0.267,-0.477,-0.060,97.000
'0:03.350',-0.262,-0.500,-0.060,97.000
'0:03.360',-0.254,-0.518,-0.060,97.000
'0:03.370',-0.246,-0.535,-0.060,97.000
'0:03.380',-0.238,-0.552,-0.060,97.000
'0:03.390',-0.230,-0.569,-0.060,97.000
'0:03.400',-0.222,-0.587,-0.060,97.000
'0:03.410',-0.214,-0.592,-0.060,97.000
'0:03.420',-0.205,-0.597,-0.060,97.000
'0:03.430',-0.197,-0.603,-0.060,97.000
'0:03.440',-0.188,-0.608,-0.060,97.000
'0:03.450',-0.180,-0.614,-0.060,97.000
'0:03.460',-0.171,-0.620,-0.060,97.000
'0:03.470',-0.162,-0.626,-0.060,97.000
'0:03.480',-0.154,-0.632,-0.059,97.000
'0:03.490',-0.145,-0.638,-0.059,97.000
'0:03.500',-0.136,-0.644,-0.059,97.000
'0:03.510',-0.129,-0.649,-0.059,97.000
'0:03.520',-0.121,-0.653,-0.059,97.000
'0:03.530',-0.114,-0.658,-0.059,97.000
'0:03.540',-0.106,-0.662,-0.059,97.000
'0:03.550',-0.099,-0.667,-0.059,97.000
'0:03.560',-0.093,-0.663,-0.059,97.000
'0:03.570',-0.088,-0.658,-0.059,97.000
'0:03.580',-0.082,-0.654,-0.059,97.000
'0:03.590',-0.077,-0.650,-0.059,97.000
'0:03.600',-0.071,-0.646,-0.059,97.000
'0:03.610',-0.067,-0.643,-0.059,97.000
'0:03.620',-0.063,-0.640,-0.059,97.000
'0:03.630',-0.059,-0.638,-0.059,97.000
'0:03.640',-0.055,-0.635,-0.058,97.000
'0:03.650',-0.051,-0.632,-0.058,97.000
'0:03.660',-0.049,-0.624,-0.058,97.000
'0:03.670',-0.048,-0.615,-0.058,97.000
'0:03.680',-0.047,-0.607,-0.058,97.000
'0:03.690',-0.046,-0.599,-0.059,97.000
'0:03.700',-0.045,-0.590,-0.059,97.000
'0:03.710',-0.045,-0.576,-0.059,97.000
'0:03.720',-0.046,-0.563,-0.059,97.000
'0:03.730',-0.046,-0.549,-0.059,97.000
'0:03.740',-0.046,-0.535,-0.059,97.000
'0:03.750',-0.047,-0.522,-0.059,97.000
'0:03.760',-0.046,-0.514,-0.058,97.000
'0:03.770',-0.045,-0.507,-0.058,97.000
'0:03.780',-0.044,-0.500,-0.058,97.000
'0:03.790',-0.044,-0.493,-0.058,97.000
'0:03.800',-0.043,-0.485,-0.058,97.000
'0:03.810',-0.043,-0.477,-0.058,97.000
'0:03.820',-0.043,-0.469,-0.058,97.000
'0:03.830',-0.043,-0.461,-0.058,97.000
'0:03.840',-0.043,-0.452,-0.058,97.000
'0:03.850',-0.043,-0.444,-0.058,97.000
'0:03.860',-0.045,-0.437,-0.058,97.000
'0:03.870',-0.047,-0.430,-0.058,97.000
'0:03.880',-0.049,-0.424,-0.058,97.000
'0:03.890',-0.051,-0.417,-0.058,97.000
'0:03.900',-0.054,-0.410,-0.058,97.000
'0:03.910',-0.060,-0.390,-0.058,97.000
'0:03.920',-0.067,-0.370,-0.058,97.000
'0:03.930',-0.073,-0.350,-0.058,97.000
'0:03.940',-0.080,-0.330,-0.058,97.000
'0:03.950',-0.086,-0.310,-0.058,97.000
'0:03.960',-0.097,-0.283,-0.058,97.000
'0:03.970',-0.108,-0.256,-0.058,97.000
'0:03.980',-0.119,-0.229,-0.058,97.000
'0:03.990',-0.130,-0.202,-0.058,97.000
'0:04.000',-0.141,-0.175,-0.059,97.000
'0:04.010',-0.148,-0.170,-0.059,97.000
'0:04.020',-0.156,-0.166,-0.059,97.000
'0:04.030',-0.163,-0.161,-0.059,97.000
'0:04.040',-0.171,-0.157,-0.059,97.000
'0:04.050',-0.178,-0.152,-0.059,97.000
'0:04.060',-0.182,-0.154,-0.059,97.000
'0:04.070',-0.187,-0.156,-0.059,97.000
'0:04.080',-0.191,-0.157,-0.059,97.000
'0:04.090',-0.195,-0.159,-0.059,97.000
'0:04.100',-0.199,-0.161,-0.059,97.000
'0:04.110',-0.203,-0.161,-0.059,97.000
'0:04.120',-0.207,-0.160,-0.059,97.000
'0:04.130',-0.211,-0.160,-0.059,97.000
'0:04.140',-0.215,-0.160,-0.059,97.000
'0:04.150',-0.220,-0.160,-0.060,97.000
'0:04.160',-0.221,-0.159,-0.060,97.000
'0:04.170',-0.221,-0.159,-0.060,97.000
'0:04.180',-0.222,-0.158,-0.060,97.000
'0:04.190',-0.223,-0.158,-0.060,97.000
'0:04.200',-0.224,-0.158,-0.060,97.000
'0:04.210',-0.224,-0.157,-0.060,97.000
'0:04.220',-0.224,-0.156,-0.060,97.000
'0:04.230',-0.223,-0.155,-0.060,97.000
'0:04.240',-0.223,-0.154,-0.061,97.000
'0:04.250',-0.223,-0.153,-0.061,97.000
'0:04.260',-0.223,-0.154,-0.061,97.000
'0:04.270',-0.223,-0.156,-0.061,97.000
'0:04.280',-0.223,-0.157,-0.061,97.000
'0:04.290',-0.223,-0.158,-0.062,97.000
'0:04.300',-0.223,-0.160,-0.062,97.000
'0:04.310',-0.223,-0.161,-0.062,97.000
'0:04.320',-0.223,-0.163,-0.062,97.000
'0:04.330',-0.223,-0.165,-0.062,97.000
'0:04.340',-0.223,-0.166,-0.062,97.000
'0:04.350',-0.223,-0.168,-0.062,97.000
'0:04.360',-0.225,-0.170,-0.062,97.000
'0:04.370',-0.227,-0.172,-0.062,97.000
'0:04.380',-0.228,-0.174,-0.062,97.000
'0:04.390',-0.230,-0.176,-0.062,97.000
'0:04.400',-0.232,-0.179,-0.062,97.000
'0:04.410',-0.234,-0.182,-0.062,97.000
'0:04.420',-0.236,-0.185,-0.062,97.000
'0:04.430',-0.238,-0.188,-0.062,97.000
'0:04.440',-0.240,-0.191,-0.062,97.000
'0:04.450',-0.242,-0.195,-0.062,97.000
'0:04.460',-0.244,-0.199,-0.062,97.000
'0:04.470',-0.247,-0.204,-0.062,97.000
'0:04.480',-0.249,-0.209,-0.062,97.000
'0:04.490',-0.252,-0.213,-0.062,97.000
'0:04.500',-0.254,-0.218,-0.062,97.000
'0:04.510',-0.258,-0.224,-0.062,97.000
'0:04.520',-0.262,-0.230,-0.062,97.000
'0:04.530',-0.266,-0.236,-0.062,97.000
'0:04.540',-0.271,-0.242,-0.062,97.000
'0:04.550',-0.275,-0.248,-0.062,97.000
'0:04.560',-0.278,-0.253,-0.062,97.000
'0:04.570',-0.281,-0.257,-0.062,97.000
'0:04.580',-0.284,-0.262,-0.063,97.000
'0:04.590',-0.287,-0.267,-0.063,97.000
'0:04.600',-0.291,-0.271,-0.063,97.000
'0:04.610',-0.293,-0.276,-0.063,97.000
'0:04.620',-0.295,-0.281,-0.063,97.000
'0:04.630',-0.298,-0.286,-0.063,97.000
'0:04.640',-0.300,-0.291,-0.063,97.000
'0:04.650',-0.302,-0.296,-0.063,97.000
'0:04.660',-0.304,-0.300,-0.063,97.000
'0:04.670',-0.306,-0.305,-0.063,97.000
'0:04.680',-0.308,-0.310,-0.063,97.000
'0:04.690',-0.310,-0.314,-0.063,97.000
'0:04.700',-0.312,-0.319,-0.064,97.000
'0:04.710',-0.314,-0.321,-0.064,97.000
'0:04.720',-0.315,-0.324,-0.064,97.000
'0:04.730',-0.316,-0.327,-0.064,97.000
'0:04.740',-0.317,-0.329,-0.064,97.000
'0:04.750',-0.319,-0.332,-0.064,97.000
'0:04.760',-0.320,-0.336,-0.064,97.000
'0:04.770',-0.321,-0.340,-0.064,97.000
'0:04.780',-0.322,-0.345,-0.064,97.000
'0:04.790',-0.323,-0.349,-0.064,97.000
'0:04.800',-0.324,-0.353,-0.064,97.000
'0:04.810',-0.323,-0.354,-0.064,97.000
'0:04.820',-0.323,-0.355,-0.064,97.000
'0:04.830',-0.322,-0.356,-0.064,97.000
'0:04.840',-0.322,-0.357,-0.064,97.000
'0:04.850',-0.321,-0.358,-0.064,97.000
'0:04.860',-0.319,-0.359,-0.064,97.000
'0:04.870',-0.316,-0.361,-0.064,97.000
'0:04.880',-0.314,-0.362,-0.064,97.000
'0:04.890',-0.311,-0.364,-0.065,97.000
'0:04.900',-0.309,-0.365,-0.065,97.000
'0:04.910',-0.305,-0.364,-0.065,97.000
'0:04.920',-0.301,-0.362,-0.065,97.000
'0:04.930',-0.298,-0.361,-0.065,97.000
'0:04.940',-0.294,-0.359,-0.065,97.000
'0:04.950',-0.290,-0.358,-0.065,97.000
'0:04.960',-0.286,-0.355,-0.065,97.000
'0:04.970',-0.282,-0.353,-0.065,97.000
'0:04.980',-0.278,-0.350,-0.065,97.000
'0:04.990',-0.274,-0.348,-0.065,97.000
'0:05.000',-0.270,-0.346,-0.065,97.000
'0:05.010',-0.264,-0.343,-0.065,97.000
'0:05.020',-0.259,-0.340,-0.064,97.000
'0:05.030',-0.254,-0.337,-0.064,97.000
'0:05.040',-0.249,-0.334,-0.064,97.000
'0:05.050',-0.243,-0.331,-0.064,97.000
'0:05.060',-0.238,-0.317,-0.064,97.000
'0:05.070',-0.233,-0.304,-0.064,97.000
'0:05.080',-0.228,-0.291,-0.064,97.000
'0:05.090',-0.223,-0.278,-0.064,97.000
'0:05.100',-0.218,-0.264,-0.064,97.000
'0:05.110',-0.211,-0.252,-0.064,97.000
'0:05.120',-0.204,-0.239,-0.064,97.000
'0:05.130',-0.198,-0.227,-0.064,97.000
'0:05.140',-0.191,-0.214,-0.064,97.000
'0:05.150',-0.184,-0.202,-0.065,97.000
'0:05.160',-0.175,-0.191,-0.065,97.000
'0:05.170',-0.166,-0.180,-0.064,97.000
'0:05.180',-0.157,-0.169,-0.064,97.000
'0:05.190',-0.148,-0.158,-0.064,97.000
'0:05.200',-0.139,-0.147,-0.064,97.000
'0:05.210',-0.133,-0.136,-0.064,97.000
'0:05.220',-0.126,-0.125,-0.064,97.000
'0:05.230',-0.120,-0.114,-0.064,97.000
'0:05.240',-0.114,-0.103,-0.064,97.000
'0:05.250',-0.108,-0.092,-0.064,97.000
'0:05.260',-0.101,-0.083,-0.064,97.000
'0:05.270',-0.094,-0.073,-0.064,97.000
'0:05.280',-0.087,-0.064,-0.064,97.000
'0:05.290',-0.080,-0.055,-0.065,97.000
'0:05.300',-0.073,-0.046,-0.065,97.000
'0:05.310',-0.067,-0.037,-0.064,97.000
'0:05.320',-0.060,-0.027,-0.064,97.000
'0:05.330',-0.054,-0.017,-0.064,97.000
'0:05.340',-0.048,-0.008,-0.064,97.000
'0:05.350',-0.041,0.002,-0.064,97.000
