'Elapsed time','Resp C','Resp A','Resp N','SpO2'
'0:01.370',-0.116,-0.952,-0.034,0.000
'0:01.380',-0.123,-0.967,-0.034,0.000
'0:01.390',-0.131,-0.982,-0.034,0.000
'0:01.400',-0.139,-0.996,-0.034,0.000
'0:01.410',-0.133,-0.984,-0.034,0.000
'0:01.420',-0.126,-0.971,-0.034,0.000
'0:01.430',-0.120,-0.959,-0.034,0.000
'0:01.440',-0.113,-0.946,-0.034,0.000
'0:01.450',-0.106,-0.934,-0.034,0.000
'0:01.460',-0.110,-0.940,-0.034,0.000
'0:01.470',-0.113,-0.947,-0.034,0.000
'0:01.480',-0.117,-0.954,-0.034,0.000
'0:01.490',-0.121,-0.960,-0.035,0.000
'0:01.500',-0.124,-0.967,-0.035,0.000
'0:01.510',-0.121,-0.962,-0.034,0.000
'0:01.520',-0.118,-0.956,-0.034,0.000
'0:01.530',-0.116,-0.951,-0.034,0.000
'0:01.540',-0.113,-0.946,-0.034,0.000
'0:01.550',-0.110,-0.940,-0.034,0.000
'0:01.560',-0.110,-0.941,-0.034,0.000
'0:01.570',-0.111,-0.942,-0.034,0.000
'0:01.580',-0.111,-0.943,-0.034,0.000
'0:01.590',-0.112,-0.944,-0.034,0.000
'0:01.600',-0.112,-0.945,-0.034,0.000
'0:01.610',-0.111,-0.944,-0.034,0.000
'0:01.620',-0.110,-0.942,-0.034,0.000
'0:01.630',-0.110,-0.941,-0.034,0.000
'0:01.640',-0.109,-0.939,-0.034,0.000
'0:01.650',-0.108,-0.938,-0.034,0.000
'0:01.660',-0.110,-0.939,-0.034,0.000
'0:01.670',-0.111,-0.941,-0.034,0.000
'0:01.680',-0.113,-0.943,-0.034,0.000
'0:01.690',-0.114,-0.944,-0.034,0.000
'0:01.700',-0.116,-0.946,-0.034,0.000
'0:01.710',-0.112,-0.940,-0.034,0.000
'0:01.720',-0.109,-0.933,-0.034,0.000
'0:01.730',-0.106,-0.927,-0.034,0.000
'0:01.740',-0.103,-0.921,-0.034,0.000
'0:01.750',-0.099,-0.915,-0.034,0.000
'0:01.760',-0.105,-0.926,-0.034,0.000
'0:01.770',-0.110,-0.936,-0.034,0.000
'0:01.780',-0.115,-0.947,-0.034,0.000
'0:01.790',-0.120,-0.958,-0.034,0.000
'0:01.800',-0.125,-0.968,-0.034,0.000
'0:01.810',-0.114,-0.949,-0.034,0.000
'0:01.820',-0.103,-0.929,-0.034,0.000
'0:01.830',-0.092,-0.909,-0.034,0.000
'0:01.840',-0.081,-0.890,-0.034,0.000
'0:01.850',-0.070,-0.870,-0.034,0.000
'0:01.860',-0.088,-0.902,-0.034,0.000
'0:01.870',-0.105,-0.933,-0.034,0.000
'0:01.880',-0.123,-0.965,-0.034,0.000
'0:01.890',-0.140,-0.996,-0.034,0.000
'0:01.900',-0.158,-1.028,-0.033,0.000
'0:01.910',-0.077,-0.880,-0.034,0.000
'0:01.920',0.004,-0.733,-0.034,0.000
'0:01.930',0.085,-0.586,-0.034,0.000
'0:01.940',0.166,-0.438,-0.034,0.000
'0:01.950',0.247,-0.291,-0.034,0.000
'0:01.960',0.411,0.014,-0.034,0.000
'0:01.970',0.574,0.319,-0.034,0.000
'0:01.980',0.737,0.624,-0.034,0.000
'0:01.990',0.901,0.929,-0.034,0.000
'0:02.000',1.064,1.234,-0.033,0.000
'0:02.010',1.078,1.267,-0.033,0.000
'0:02.020',1.092,1.300,-0.033,0.000
'0:02.030',1.106,1.333,-0.033,0.000
'0:02.040',1.120,1.366,-0.032,0.000
'0:02.050',1.134,1.399,-0.032,0.000
'0:02.060',1.126,1.383,-0.032,0.000
'0:02.070',1.117,1.367,-0.032,0.000
'0:02.080',1.109,1.351,-0.032,0.000
'0:02.090',1.100,1.335,-0.032,0.000
'0:02.100',1.092,1.319,-0.032,0.000
'0:02.110',1.098,1.331,-0.032,0.000
'0:02.120',1.104,1.344,-0.031,0.000
'0:02.130',1.111,1.356,-0.031,0.000
'0:02.140',1.117,1.369,-0.031,0.000
'0:02.150',1.124,1.381,-0.030,0.000
'0:02.160',1.116,1.368,-0.030,0.000
'0:02.170',1.109,1.355,-0.031,0.000
'0:02.180',1.101,1.342,-0.031,0.000
'0:02.190',1.094,1.328,-0.031,0.000
'0:02.200',1.086,1.315,-0.031,0.000
'0:02.210',1.091,1.324,-0.031,0.000
'0:02.220',1.096,1.334,-0.031,0.000
'0:02.230',1.101,1.343,-0.031,0.000
'0:02.240',1.106,1.352,-0.031,0.000
'0:02.250',1.111,1.362,-0.031,0.000
'0:02.260',1.105,1.352,-0.031,0.000
'0:02.270',1.100,1.342,-0.031,0.000
'0:02.280',1.094,1.332,-0.031,0.000
'0:02.290',1.089,1.322,-0.030,0.000
'0:02.300',1.083,1.312,-0.030,0.000
'0:02.310',1.087,1.318,-0.031,0.000
'0:02.320',1.090,1.325,-0.031,0.000
'0:02.330',1.093,1.331,-0.032,0.000
'0:02.340',1.097,1.337,-0.032,0.000
'0:02.350',1.100,1.343,-0.032,0.000
'0:02.360',1.095,1.335,-0.032,0.000
'0:02.370',1.091,1.328,-0.031,0.000
'0:02.380',1.086,1.321,-0.030,0.000
'0:02.390',1.081,1.313,-0.029,0.000
'0:02.400',1.077,1.306,-0.028,0.000
'0:02.410',1.078,1.308,-0.029,0.000
'0:02.420',1.080,1.311,-0.029,0.000
'0:02.430',1.082,1.314,-0.029,0.000
'0:02.440',1.083,1.316,-0.029,0.000
'0:02.450',1.085,1.319,-0.029,0.000
'0:02.460',1.083,1.316,-0.030,0.000
'0:02.470',1.081,1.313,-0.031,0.000
'0:02.480',1.080,1.310,-0.032,0.000
'0:02.490',1.078,1.307,-0.033,0.000
'0:02.500',1.076,1.304,-0.034,0.000
'0:02.510',1.075,1.302,-0.033,0.000
'0:02.520',1.073,1.299,-0.033,0.000
'0:02.530',1.072,1.297,-0.032,0.000
'0:02.540',1.071,1.295,-0.032,0.000
'0:02.550',1.069,1.293,-0.031,0.000
'0:02.560',1.071,1.296,-0.031,0.000
'0:02.570',1.073,1.300,-0.032,0.000
'0:02.580',1.076,1.304,-0.032,0.000
'0:02.590',1.078,1.308,-0.032,0.000
'0:02.600',1.080,1.312,-0.032,0.000
'0:02.610',1.072,1.296,-0.033,0.000
'0:02.620',1.064,1.280,-0.033,0.000
'0:02.630',1.056,1.264,-0.033,0.000
'0:02.640',1.048,1.247,-0.033,0.000
'0:02.650',1.040,1.231,-0.033,0.000
'0:02.660',1.053,1.257,-0.033,0.000
'0:02.670',1.066,1.283,-0.033,0.000
'0:02.680',1.079,1.309,-0.033,0.000
'0:02.690',1.092,1.335,-0.033,0.000
'0:02.700',1.105,1.360,-0.032,0.000
'0:02.710',0.990,1.146,-0.033,0.000
'0:02.720',0.874,0.931,-0.033,0.000
'0:02.730',0.758,0.716,-0.033,0.000
'0:02.740',0.642,0.501,-0.033,0.000
'0:02.750',0.527,0.286,-0.034,0.000
'0:02.760',0.391,0.026,-0.034,0.000
'0:02.770',0.255,-0.235,-0.034,0.000
'0:02.780',0.119,-0.495,-0.034,0.000
'0:02.790',-0.017,-0.755,-0.034,0.000
'0:02.800',-0.153,-1.016,-0.034,0.000
'0:02.810',-0.145,-1.003,-0.034,0.000
'0:02.820',-0.137,-0.991,-0.034,0.000
'0:02.830',-0.129,-0.978,-0.034,0.000
'0:02.840',-0.121,-0.966,-0.034,0.000
'0:02.850',-0.114,-0.953,-0.034,0.000
'0:02.860',-0.115,-0.955,-0.034,0.000
'0:02.870',-0.116,-0.957,-0.034,0.000
'0:02.880',-0.118,-0.959,-0.034,0.000
'0:02.890',-0.119,-0.961,-0.034,0.000
'0:02.900',-0.120,-0.963,-0.034,0.000
'0:02.910',-0.121,-0.965,-0.034,0.000
'0:02.920',-0.122,-0.966,-0.034,0.000
'0:02.930',-0.122,-0.968,-0.034,0.000
'0:02.940',-0.123,-0.970,-0.034,0.000
'0:02.950',-0.124,-0.972,-0.033,0.000
'0:02.960',-0.121,-0.966,-0.034,0.000
'0:02.970',-0.118,-0.961,-0.034,0.000
'0:02.980',-0.115,-0.955,-0.034,0.000
'0:02.990',-0.113,-0.949,-0.034,0.000
'0:03.000',-0.110,-0.944,-0.034,0.000
'0:03.010',-0.112,-0.948,-0.034,0.000
'0:03.020',-0.113,-0.951,-0.034,0.000
'0:03.030',-0.115,-0.955,-0.034,0.000
'0:03.040',-0.117,-0.959,-0.034,0.000
'0:03.050',-0.119,-0.963,-0.035,0.000
'0:03.060',-0.117,-0.958,-0.035,0.000
'0:03.070',-0.116,-0.953,-0.035,0.000
'0:03.080',-0.114,-0.948,-0.035,0.000
'0:03.090',-0.112,-0.943,-0.035,0.000
'0:03.100',-0.110,-0.938,-0.035,0.000
'0:03.110',-0.110,-0.940,-0.035,0.000
'0:03.120',-0.110,-0.941,-0.035,0.000
'0:03.130',-0.109,-0.943,-0.035,0.000
'0:03.140',-0.109,-0.944,-0.035,0.000
'0:03.150',-0.109,-0.946,-0.035,0.000
'0:03.160',-0.110,-0.945,-0.035,0.000
'0:03.170',-0.111,-0.944,-0.035,0.000
'0:03.180',-0.112,-0.943,-0.035,0.000
'0:03.190',-0.113,-0.942,-0.035,0.000
'0:03.200',-0.114,-0.941,-0.035,0.000
'0:03.210',-0.112,-0.938,-0.035,0.000
'0:03.220',-0.110,-0.936,-0.035,0.000
'0:03.230',-0.108,-0.934,-0.035,0.000
'0:03.240',-0.106,-0.932,-0.034,0.000
'0:03.250',-0.104,-0.929,-0.034,0.000
'0:03.260',-0.104,-0.928,-0.034,0.000
'0:03.270',-0.105,-0.928,-0.034,0.000
'0:03.280',-0.106,-0.927,-0.034,0.000
'0:03.290',-0.107,-0.926,-0.034,0.000
'0:03.300',-0.107,-0.925,-0.034,0.000
'0:03.310',-0.107,-0.927,-0.034,0.000
'0:03.320',-0.107,-0.930,-0.034,0.000
'0:03.330',-0.107,-0.932,-0.034,0.000
'0:03.340',-0.107,-0.935,-0.034,0.000
'0:03.350',-0.107,-0.937,-0.034,0.000
'0:03.360',-0.102,-0.929,-0.034,0.000
'0:03.370',-0.098,-0.922,-0.034,0.000
'0:03.380',-0.094,-0.914,-0.034,0.000
'0:03.390',-0.089,-0.906,-0.034,0.000
'0:03.400',-0.085,-0.899,-0.034,0.000
'0:03.410',-0.094,-0.910,-0.034,0.000
'0:03.420',-0.103,-0.922,-0.034,0.000
'0:03.430',-0.111,-0.934,-0.034,0.000
'0:03.440',-0.120,-0.946,-0.034,0.000
'0:03.450',-0.129,-0.958,-0.034,0.000
'0:03.460',0.006,-0.756,-0.033,0.000
'0:03.470',0.141,-0.553,-0.033,0.000
'0:03.480',0.275,-0.351,-0.033,0.000
'0:03.490',0.410,-0.149,-0.033,0.000
'0:03.500',0.545,0.053,-0.033,0.000
'0:03.510',0.670,0.300,-0.032,0.000
'0:03.520',0.795,0.547,-0.031,0.000
'0:03.530',0.919,0.793,-0.030,0.000
'0:03.540',1.044,1.040,-0.029,0.000
'0:03.550',1.169,1.287,-0.028,0.000
'0:03.560',1.153,1.301,-0.028,0.000
'0:03.570',1.138,1.315,-0.029,0.000
'0:03.580',1.122,1.329,-0.029,0.000
'0:03.590',1.106,1.342,-0.029,0.000
'0:03.600',1.091,1.356,-0.029,0.000
'0:03.610',1.096,1.355,-0.030,0.000
'0:03.620',1.102,1.354,-0.030,0.000
'0:03.630',1.108,1.353,-0.031,0.000
'0:03.640',1.113,1.352,-0.032,0.000
'0:03.650',1.119,1.351,-0.032,0.000
'0:03.660',1.116,1.352,-0.032,0.000
'0:03.670',1.114,1.353,-0.032,0.000
'0:03.680',1.112,1.354,-0.032,0.000
'0:03.690',1.109,1.355,-0.032,0.000
'0:03.700',1.107,1.356,-0.032,0.000
'0:03.710',1.105,1.351,-0.032,0.000
'0:03.720',1.103,1.346,-0.032,0.000
'0:03.730',1.100,1.341,-0.031,0.000
'0:03.740',1.098,1.336,-0.031,0.000
'0:03.750',1.096,1.331,-0.031,0.000
'0:03.760',1.098,1.334,-0.031,0.000
'0:03.770',1.099,1.337,-0.031,0.000
'0:03.780',1.101,1.340,-0.030,0.000
'0:03.790',1.103,1.343,-0.030,0.000
'0:03.800',1.104,1.347,-0.030,0.000
'0:03.810',1.100,1.340,-0.031,0.000
'0:03.820',1.096,1.334,-0.031,0.000
'0:03.830',1.091,1.328,-0.032,0.000
'0:03.840',1.087,1.322,-0.033,0.000
'0:03.850',1.083,1.316,-0.033,0.000
'0:03.860',1.086,1.320,-0.033,0.000
'0:03.870',1.089,1.325,-0.033,0.000
'0:03.880',1.091,1.329,-0.033,0.000
'0:03.890',1.094,1.334,-0.033,0.000
'0:03.900',1.097,1.338,-0.033,0.000
'0:03.910',1.092,1.330,-0.032,0.000
'0:03.920',1.087,1.321,-0.032,0.000
'0:03.930',1.082,1.313,-0.031,0.000
'0:03.940',1.077,1.305,-0.031,0.000
'0:03.950',1.072,1.297,-0.030,0.000
'0:03.960',1.076,1.303,-0.030,0.000
'0:03.970',1.080,1.310,-0.029,0.000
'0:03.980',1.084,1.317,-0.029,0.000
'0:03.990',1.088,1.324,-0.028,0.000
'0:04.000',1.092,1.331,-0.028,0.000
'0:04.010',1.086,1.321,-0.028,0.000
'0:04.020',1.080,1.311,-0.029,0.000
'0:04.030',1.075,1.301,-0.029,0.000
'0:04.040',1.069,1.290,-0.029,0.000
'0:04.050',1.063,1.280,-0.029,0.000
'0:04.060',1.068,1.288,-0.030,0.000
'0:04.070',1.072,1.296,-0.030,0.000
'0:04.080',1.077,1.304,-0.030,0.000
'0:04.090',1.081,1.311,-0.030,0.000
'0:04.100',1.086,1.319,-0.031,0.000
'0:04.110',1.080,1.309,-0.030,0.000
'0:04.120',1.074,1.298,-0.030,0.000
'0:04.130',1.068,1.288,-0.030,0.000
'0:04.140',1.062,1.277,-0.030,0.000
'0:04.150',1.056,1.267,-0.030,0.000
'0:04.160',1.059,1.272,-0.030,0.000
'0:04.170',1.062,1.278,-0.030,0.000
'0:04.180',1.066,1.283,-0.030,0.000
'0:04.190',1.069,1.288,-0.031,0.000
'0:04.200',1.072,1.294,-0.031,0.000
'0:04.210',1.060,1.273,-0.031,0.000
'0:04.220',1.048,1.252,-0.031,0.000
'0:04.230',1.036,1.232,-0.032,0.000
'0:04.240',1.023,1.211,-0.032,0.000
'0:04.250',1.011,1.191,-0.032,0.000
'0:04.260',0.856,0.899,-0.032,0.000
'0:04.270',0.700,0.607,-0.033,0.000
'0:04.280',0.544,0.316,-0.033,0.000
'0:04.290',0.389,0.024,-0.033,0.000
'0:04.300',0.234,-0.268,-0.034,0.000
'0:04.310',0.149,-0.433,-0.034,0.000
'0:04.320',0.064,-0.598,-0.034,0.000
'0:04.330',-0.021,-0.763,-0.034,0.000
'0:04.340',-0.106,-0.928,-0.034,0.000
'0:04.350',-0.191,-1.093,-0.034,0.000
'0:04.360',-0.171,-1.056,-0.034,0.000
'0:04.370',-0.151,-1.020,-0.034,0.000
'0:04.380',-0.132,-0.983,-0.034,0.000
'0:04.390',-0.112,-0.946,-0.034,0.000
'0:04.400',-0.093,-0.909,-0.034,0.000
'0:04.410',-0.102,-0.926,-0.034,0.000
'0:04.420',-0.111,-0.943,-0.034,0.000
'0:04.430',-0.120,-0.960,-0.034,0.000
'0:04.440',-0.130,-0.977,-0.034,0.000
'0:04.450',-0.139,-0.993,-0.034,0.000
'0:04.460',-0.133,-0.983,-0.034,0.000
'0:04.470',-0.127,-0.974,-0.034,0.000
'0:04.480',-0.121,-0.964,-0.034,0.000
'0:04.490',-0.115,-0.954,-0.034,0.000
'0:04.500',-0.109,-0.944,-0.034,0.000
'0:04.510',-0.112,-0.948,-0.034,0.000
'0:04.520',-0.114,-0.952,-0.034,0.000
'0:04.530',-0.116,-0.956,-0.034,0.000
'0:04.540',-0.118,-0.960,-0.034,0.000
'0:04.550',-0.121,-0.964,-0.034,0.000
'0:04.560',-0.120,-0.961,-0.034,0.000
'0:04.570',-0.119,-0.959,-0.034,0.000
'0:04.580',-0.118,-0.956,-0.034,0.000
'0:04.590',-0.117,-0.954,-0.034,0.000
'0:04.600',-0.116,-0.952,-0.034,0.000
'0:04.610',-0.116,-0.952,-0.034,0.000
'0:04.620',-0.116,-0.951,-0.034,0.000
'0:04.630',-0.116,-0.951,-0.034,0.000
'0:04.640',-0.115,-0.951,-0.034,0.000
'0:04.650',-0.115,-0.951,-0.033,0.000
'0:04.660',-0.113,-0.948,-0.034,0.000
'0:04.670',-0.111,-0.945,-0.034,0.000
'0:04.680',-0.109,-0.942,-0.034,0.000
'0:04.690',-0.106,-0.939,-0.034,0.000
'0:04.700',-0.104,-0.937,-0.034,0.000
'0:04.710',-0.106,-0.939,-0.034,0.000
'0:04.720',-0.109,-0.942,-0.034,0.000
'0:04.730',-0.111,-0.945,-0.034,0.000
'0:04.740',-0.113,-0.948,-0.034,0.000
'0:04.750',-0.115,-0.951,-0.034,0.000
'0:04.760',-0.111,-0.943,-0.034,0.000
'0:04.770',-0.107,-0.935,-0.034,0.000
'0:04.780',-0.103,-0.927,-0.034,0.000
'0:04.790',-0.099,-0.919,-0.034,0.000
'0:04.800',-0.095,-0.912,-0.034,0.000
'0:04.810',-0.100,-0.920,-0.034,0.000
'0:04.820',-0.105,-0.929,-0.034,0.000
'0:04.830',-0.110,-0.938,-0.034,0.000
'0:04.840',-0.115,-0.947,-0.033,0.000
'0:04.850',-0.120,-0.956,-0.033,0.000
'0:04.860',-0.113,-0.943,-0.034,0.000
'0:04.870',-0.106,-0.930,-0.034,0.000
'0:04.880',-0.098,-0.918,-0.034,0.000
'0:04.890',-0.091,-0.905,-0.034,0.000
'0:04.900',-0.084,-0.893,-0.034,0.000
'0:04.910',-0.092,-0.907,-0.034,0.000
'0:04.920',-0.100,-0.922,-0.034,0.000
'0:04.930',-0.108,-0.936,-0.034,0.000
'0:04.940',-0.117,-0.951,-0.034,0.000
'0:04.950',-0.125,-0.965,-0.034,0.000
'0:04.960',-0.101,-0.921,-0.034,0.000
'0:04.970',-0.076,-0.878,-0.034,0.000
'0:04.980',-0.052,-0.834,-0.034,0.000
'0:04.990',-0.028,-0.790,-0.034,0.000
'0:05.000',-0.003,-0.747,-0.034,0.000
'0:05.010',0.164,-0.438,-0.034,0.000
'0:05.020',0.331,-0.129,-0.034,0.000
'0:05.030',0.498,0.179,-0.034,0.000
'0:05.040',0.665,0.488,-0.034,0.000
'0:05.050',0.832,0.797,-0.035,0.000
'0:05.060',0.901,0.932,-0.033,0.000
'0:05.070',0.970,1.068,-0.032,0.000
'0:05.080',1.039,1.204,-0.031,0.000
'0:05.090',1.109,1.340,-0.030,0.000
'0:05.100',1.178,1.476,-0.029,0.000
'0:05.110',1.158,1.439,-0.029,0.000
'0:05.120',1.137,1.403,-0.028,0.000
'0:05.130',1.117,1.366,-0.028,0.000
'0:05.140',1.097,1.329,-0.028,0.000
'0:05.150',1.076,1.292,-0.028,0.000
'0:05.160',1.088,1.312,-0.028,0.000
'0:05.170',1.099,1.332,-0.029,0.000
'0:05.180',1.110,1.353,-0.029,0.000
'0:05.190',1.122,1.373,-0.030,0.000
'0:05.200',1.133,1.393,-0.030,0.000
'0:05.210',1.124,1.378,-0.031,0.000
'0:05.220',1.115,1.364,-0.031,0.000
'0:05.230',1.107,1.350,-0.031,0.000
'0:05.240',1.098,1.335,-0.032,0.000
'0:05.250',1.089,1.321,-0.032,0.000
'0:05.260',1.093,1.327,-0.032,0.000
'0:05.270',1.097,1.334,-0.032,0.000
'0:05.280',1.101,1.341,-0.032,0.000
'0:05.290',1.104,1.347,-0.031,0.000
'0:05.300',1.108,1.354,-0.031,0.000
'0:05.310',1.105,1.348,-0.031,0.000
'0:05.320',1.101,1.343,-0.030,0.000
'0:05.330',1.098,1.338,-0.029,0.000
'0:05.340',1.095,1.333,-0.028,0.000
'0:05.350',1.091,1.327,-0.028,0.000
'0:05.360',1.091,1.327,-0.028,0.000
'0:05.370',1.091,1.327,-0.029,0.000
'0:05.380',1.091,1.328,-0.029,0.000
'0:05.390',1.090,1.328,-0.030,0.000
'0:05.400',1.090,1.328,-0.031,0.000
'0:05.410',1.090,1.327,-0.031,0.000
'0:05.420',1.090,1.327,-0.031,0.000
'0:05.430',1.090,1.327,-0.032,0.000
'0:05.440',1.090,1.326,-0.032,0.000
'0:05.450',1.090,1.326,-0.033,0.000
'0:05.460',1.087,1.322,-0.033,0.000
'0:05.470',1.085,1.317,-0.033,0.000
'0:05.480',1.082,1.313,-0.033,0.000
'0:05.490',1.079,1.308,-0.033,0.000
'0:05.500',1.077,1.304,-0.033,0.000
'0:05.510',1.080,1.309,-0.033,0.000
'0:05.520',1.082,1.314,-0.033,0.000
'0:05.530',1.085,1.320,-0.033,0.000
'0:05.540',1.088,1.325,-0.033,0.000
'0:05.550',1.091,1.330,-0.033,0.000
'0:05.560',1.084,1.318,-0.033,0.000
'0:05.570',1.078,1.307,-0.032,0.000
