'Elapsed time','Resp C','Resp A','Resp N','SpO2'
'0:00.440',-0.096,-0.080,-0.048,0.000
'0:00.450',-0.096,-0.080,-0.048,0.000
'0:00.460',-0.096,-0.080,-0.048,0.000
'0:00.470',-0.095,-0.080,-0.048,0.000
'0:00.480',-0.095,-0.080,-0.048,0.000
'0:00.490',-0.095,-0.080,-0.048,0.000
'0:00.500',-0.095,-0.079,-0.048,0.000
'0:00.510',-0.094,-0.079,-0.048,0.000
'0:00.520',-0.094,-0.079,-0.048,0.000
'0:00.530',-0.094,-0.079,-0.048,0.000
'0:00.540',-0.093,-0.079,-0.048,0.000
'0:00.550',-0.093,-0.079,-0.047,0.000
'0:00.560',-0.093,-0.079,-0.048,0.000
'0:00.570',-0.093,-0.079,-0.048,0.000
'0:00.580',-0.093,-0.079,-0.048,0.000
'0:00.590',-0.094,-0.079,-0.048,0.000
'0:00.600',-0.094,-0.079,-0.048,0.000
'0:00.610',-0.094,-0.079,-0.048,0.000
'0:00.620',-0.094,-0.079,-0.048,0.000
'0:00.630',-0.094,-0.079,-0.048,0.000
'0:00.640',-0.094,-0.079,-0.048,0.000
'0:00.650',-0.094,-0.079,-0.048,0.000
'0:00.660',-0.094,-0.079,-0.048,0.000
'0:00.670',-0.094,-0.079,-0.048,0.000
'0:00.680',-0.095,-0.079,-0.048,0.000
'0:00.690',-0.095,-0.079,-0.048,0.000
'0:00.700',-0.095,-0.079,-0.048,0.000
'0:00.710',-0.095,-0.079,-0.048,0.000
'0:00.720',-0.095,-0.079,-0.048,0.000
'0:00.730',-0.095,-0.080,-0.048,0.000
'0:00.740',-0.095,-0.080,-0.048,0.000
'0:00.750',-0.095,-0.080,-0.048,0.000
'0:00.760',-0.095,-0.080,-0.048,0.000
'0:00.770',-0.094,-0.080,-0.048,0.000
'0:00.780',-0.094,-0.080,-0.048,0.000
'0:00.790',-0.094,-0.080,-0.048,0.000
'0:00.800',-0.094,-0.080,-0.048,0.000
'0:00.810',-0.093,-0.079,-0.048,0.000
'0:00.820',-0.093,-0.079,-0.048,0.000
'0:00.830',-0.093,-0.079,-0.048,0.000
'0:00.840',-0.093,-0.078,-0.048,0.000
'0:00.850',-0.093,-0.078,-0.048,0.000
'0:00.860',-0.093,-0.078,-0.048,0.000
'0:00.870',-0.093,-0.078,-0.048,0.000
'0:00.880',-0.094,-0.078,-0.048,0.000
'0:00.890',-0.094,-0.078,-0.048,0.000
'0:00.900',-0.095,-0.078,-0.048,0.000
'0:00.910',-0.095,-0.079,-0.048,0.000
'0:00.920',-0.095,-0.079,-0.048,0.000
'0:00.930',-0.096,-0.079,-0.048,0.000
'0:00.940',-0.096,-0.080,-0.048,0.000
'0:00.950',-0.096,-0.080,-0.048,0.000
'0:00.960',-0.096,-0.080,-0.048,0.000
'0:00.970',-0.095,-0.080,-0.048,0.000
'0:00.980',-0.095,-0.080,-0.048,0.000
'0:00.990',-0.095,-0.079,-0.048,0.000
'0:01.000',-0.094,-0.079,-0.048,0.000
'0:01.010',-0.094,-0.079,-0.048,0.000
'0:01.020',-0.094,-0.079,-0.048,0.000
'0:01.030',-0.094,-0.079,-0.048,0.000
'0:01.040',-0.094,-0.079,-0.048,0.000
'0:01.050',-0.094,-0.079,-0.048,0.000
'0:01.060',-0.094,-0.079,-0.048,0.000
'0:01.070',-0.094,-0.079,-0.048,0.000
'0:01.080',-0.093,-0.079,-0.048,0.000
'0:01.090',-0.093,-0.078,-0.048,0.000
'0:01.100',-0.093,-0.078,-0.048,0.000
'0:01.110',-0.093,-0.079,-0.048,0.000
'0:01.120',-0.093,-0.079,-0.048,0.000
'0:01.130',-0.094,-0.079,-0.048,0.000
'0:01.140',-0.094,-0.079,-0.048,0.000
'0:01.150',-0.094,-0.079,-0.048,0.000
'0:01.160',-0.094,-0.079,-0.048,0.000
'0:01.170',-0.094,-0.079,-0.048,0.000
'0:01.180',-0.094,-0.079,-0.048,0.000
'0:01.190',-0.094,-0.079,-0.048,0.000
'0:01.200',-0.095,-0.079,-0.048,0.000
'0:01.210',-0.095,-0.079,-0.048,0.000
'0:01.220',-0.095,-0.079,-0.048,0.000
'0:01.230',-0.095,-0.079,-0.048,0.000
'0:01.240',-0.095,-0.079,-0.047,0.000
'0:01.250',-0.095,-0.079,-0.047,0.000
'0:01.260',-0.095,-0.079,-0.047,0.000
'0:01.270',-0.095,-0.079,-0.047,0.000
'0:01.280',-0.095,-0.079,-0.047,0.000
'0:01.290',-0.096,-0.080,-0.047,0.000
'0:01.300',-0.096,-0.080,-0.047,0.000
'0:01.310',-0.095,-0.080,-0.047,0.000
'0:01.320',-0.095,-0.080,-0.047,0.000
'0:01.330',-0.095,-0.080,-0.048,0.000
'0:01.340',-0.094,-0.079,-0.048,0.000
'0:01.350',-0.094,-0.079,-0.048,0.000
'0:01.360',-0.094,-0.079,-0.048,0.000
'0:01.370',-0.094,-0.079,-0.048,0.000
'0:01.380',-0.094,-0.079,-0.048,0.000
'0:01.390',-0.094,-0.079,-0.048,0.000
'0:01.400',-0.094,-0.079,-0.048,0.000
'0:01.410',-0.094,-0.079,-0.048,0.000
'0:01.420',-0.094,-0.079,-0.048,0.000
'0:01.430',-0.095,-0.079,-0.048,0.000
'0:01.440',-0.095,-0.079,-0.048,0.000
'0:01.450',-0.095,-0.079,-0.048,0.000
'0:01.460',-0.095,-0.079,-0.048,0.000
'0:01.470',-0.095,-0.079,-0.047,0.000
'0:01.480',-0.094,-0.079,-0.047,0.000
'0:01.490',-0.094,-0.079,-0.047,0.000
'0:01.500',-0.094,-0.079,-0.047,0.000
'0:01.510',-0.094,-0.079,-0.047,0.000
'0:01.520',-0.094,-0.079,-0.047,0.000
'0:01.530',-0.094,-0.079,-0.047,0.000
'0:01.540',-0.094,-0.079,-0.047,0.000
'0:01.550',-0.094,-0.079,-0.047,0.000
'0:01.560',-0.094,-0.079,-0.047,0.000
'0:01.570',-0.094,-0.079,-0.047,0.000
'0:01.580',-0.094,-0.079,-0.047,0.000
'0:01.590',-0.094,-0.079,-0.047,0.000
'0:01.600',-0.094,-0.078,-0.047,0.000
'0:01.610',-0.094,-0.079,-0.047,0.000
'0:01.620',-0.094,-0.079,-0.047,0.000
'0:01.630',-0.094,-0.079,-0.047,0.000
'0:01.640',-0.094,-0.079,-0.047,0.000
'0:01.650',-0.094,-0.079,-0.047,0.000
'0:01.660',-0.094,-0.079,-0.047,0.000
'0:01.670',-0.094,-0.079,-0.047,0.000
'0:01.680',-0.094,-0.079,-0.047,0.000
'0:01.690',-0.094,-0.079,-0.047,0.000
'0:01.700',-0.094,-0.079,-0.047,0.000
'0:01.710',-0.094,-0.079,-0.047,0.000
'0:01.720',-0.094,-0.078,-0.047,0.000
'0:01.730',-0.094,-0.078,-0.047,0.000
'0:01.740',-0.094,-0.078,-0.047,0.000
'0:01.750',-0.094,-0.078,-0.047,0.000
'0:01.760',-0.094,-0.079,-0.047,0.000
'0:01.770',-0.094,-0.079,-0.047,0.000
'0:01.780',-0.094,-0.079,-0.047,0.000
'0:01.790',-0.094,-0.079,-0.047,0.000
'0:01.800',-0.094,-0.079,-0.047,0.000
'0:01.810',-0.094,-0.080,-0.047,0.000
'0:01.820',-0.095,-0.080,-0.047,0.000
'0:01.830',-0.095,-0.080,-0.047,0.000
'0:01.840',-0.095,-0.080,-0.047,0.000
'0:01.850',-0.095,-0.080,-0.047,0.000
'0:01.860',-0.095,-0.080,-0.047,0.000
'0:01.870',-0.095,-0.080,-0.046,0.000
'0:01.880',-0.095,-0.080,-0.046,0.000
'0:01.890',-0.095,-0.080,-0.046,0.000
'0:01.900',-0.095,-0.080,-0.046,0.000
'0:01.910',-0.095,-0.080,-0.046,0.000
'0:01.920',-0.095,-0.079,-0.046,0.000
'0:01.930',-0.095,-0.079,-0.046,0.000
'0:01.940',-0.095,-0.079,-0.046,0.000
'0:01.950',-0.094,-0.079,-0.046,0.000
'0:01.960',-0.094,-0.079,-0.046,0.000
'0:01.970',-0.094,-0.079,-0.046,0.000
'0:01.980',-0.094,-0.079,-0.046,0.000
'0:01.990',-0.094,-0.079,-0.046,0.000
'0:02.000',-0.094,-0.079,-0.046,0.000
'0:02.010',-0.094,-0.079,-0.046,0.000
'0:02.020',-0.094,-0.079,-0.046,0.000
'0:02.030',-0.093,-0.078,-0.046,0.000
'0:02.040',-0.093,-0.078,-0.046,0.000
'0:02.050',-0.093,-0.078,-0.046,0.000
'0:02.060',-0.093,-0.078,-0.046,0.000
'0:02.070',-0.093,-0.078,-0.046,0.000
'0:02.080',-0.093,-0.078,-0.046,0.000
'0:02.090',-0.094,-0.078,-0.046,0.000
'0:02.100',-0.094,-0.079,-0.046,0.000
'0:02.110',-0.094,-0.079,-0.046,0.000
'0:02.120',-0.094,-0.079,-0.046,0.000
'0:02.130',-0.094,-0.079,-0.046,0.000
'0:02.140',-0.094,-0.079,-0.046,0.000
'0:02.150',-0.094,-0.079,-0.046,0.000
'0:02.160',-0.094,-0.079,-0.046,0.000
'0:02.170',-0.094,-0.079,-0.046,0.000
'0:02.180',-0.094,-0.079,-0.046,0.000
'0:02.190',-0.094,-0.079,-0.046,0.000
'0:02.200',-0.094,-0.079,-0.047,0.000
'0:02.210',-0.094,-0.079,-0.047,0.000
'0:02.220',-0.094,-0.079,-0.047,0.000
'0:02.230',-0.095,-0.080,-0.047,0.000
'0:02.240',-0.095,-0.080,-0.047,0.000
'0:02.250',-0.095,-0.080,-0.047,0.000
'0:02.260',-0.095,-0.080,-0.047,0.000
'0:02.270',-0.095,-0.080,-0.047,0.000
'0:02.280',-0.096,-0.080,-0.047,0.000
'0:02.290',-0.096,-0.080,-0.047,0.000
'0:02.300',-0.096,-0.080,-0.047,0.000
'0:02.310',-0.096,-0.080,-0.047,0.000
'0:02.320',-0.096,-0.080,-0.047,0.000
'0:02.330',-0.095,-0.080,-0.047,0.000
'0:02.340',-0.095,-0.080,-0.047,0.000
'0:02.350',-0.095,-0.080,-0.047,0.000
'0:02.360',-0.095,-0.080,-0.047,0.000
'0:02.370',-0.095,-0.080,-0.047,0.000
'0:02.380',-0.096,-0.080,-0.047,0.000
'0:02.390',-0.096,-0.080,-0.047,0.000
'0:02.400',-0.096,-0.080,-0.047,0.000
'0:02.410',-0.095,-0.080,-0.047,0.000
'0:02.420',-0.095,-0.079,-0.047,0.000
'0:02.430',-0.094,-0.079,-0.047,0.000
'0:02.440',-0.094,-0.079,-0.047,0.000
'0:02.450',-0.094,-0.078,-0.047,0.000
'0:02.460',-0.094,-0.078,-0.047,0.000
'0:02.470',-0.094,-0.078,-0.047,0.000
'0:02.480',-0.094,-0.078,-0.047,0.000
'0:02.490',-0.094,-0.079,-0.047,0.000
'0:02.500',-0.094,-0.079,-0.047,0.000
'0:02.510',-0.094,-0.079,-0.047,0.000
'0:02.520',-0.095,-0.079,-0.047,0.000
'0:02.530',-0.095,-0.079,-0.047,0.000
'0:02.540',-0.095,-0.079,-0.047,0.000
'0:02.550',-0.096,-0.079,-0.047,0.000
'0:02.560',-0.095,-0.079,-0.047,0.000
'0:02.570',-0.095,-0.079,-0.047,0.000
'0:02.580',-0.095,-0.079,-0.047,0.000
'0:02.590',-0.094,-0.078,-0.047,0.000
'0:02.600',-0.094,-0.078,-0.047,0.000
'0:02.610',-0.094,-0.078,-0.047,0.000
'0:02.620',-0.094,-0.078,-0.047,0.000
'0:02.630',-0.094,-0.078,-0.047,0.000
'0:02.640',-0.094,-0.079,-0.047,0.000
'0:02.650',-0.094,-0.079,-0.047,0.000
'0:02.660',-0.094,-0.079,-0.047,0.000
'0:02.670',-0.094,-0.079,-0.047,0.000
'0:02.680',-0.095,-0.079,-0.047,0.000
'0:02.690',-0.095,-0.079,-0.047,0.000
'0:02.700',-0.095,-0.080,-0.047,0.000
'0:02.710',-0.095,-0.079,-0.047,0.000
'0:02.720',-0.095,-0.079,-0.047,0.000
'0:02.730',-0.095,-0.079,-0.047,0.000
'0:02.740',-0.094,-0.079,-0.047,0.000
'0:02.750',-0.094,-0.079,-0.047,0.000
'0:02.760',-0.094,-0.078,-0.047,0.000
'0:02.770',-0.094,-0.078,-0.046,0.000
'0:02.780',-0.094,-0.078,-0.046,0.000
'0:02.790',-0.094,-0.078,-0.046,0.000
'0:02.800',-0.094,-0.078,-0.046,0.000
'0:02.810',-0.094,-0.078,-0.046,0.000
'0:02.820',-0.094,-0.079,-0.046,0.000
'0:02.830',-0.094,-0.079,-0.046,0.000
'0:02.840',-0.094,-0.079,-0.046,0.000
'0:02.850',-0.094,-0.079,-0.046,0.000
'0:02.860',-0.094,-0.079,-0.046,0.000
'0:02.870',-0.094,-0.078,-0.046,0.000
'0:02.880',-0.094,-0.078,-0.046,0.000
'0:02.890',-0.093,-0.078,-0.046,0.000
'0:02.900',-0.093,-0.078,-0.046,0.000
'0:02.910',-0.094,-0.078,-0.046,0.000
'0:02.920',-0.094,-0.078,-0.046,0.000
'0:02.930',-0.094,-0.079,-0.046,0.000
'0:02.940',-0.094,-0.079,-0.046,0.000
'0:02.950',-0.095,-0.079,-0.046,0.000
'0:02.960',-0.095,-0.079,-0.046,0.000
'0:02.970',-0.095,-0.079,-0.046,0.000
'0:02.980',-0.095,-0.079,-0.046,0.000
'0:02.990',-0.094,-0.080,-0.046,0.000
'0:03.000',-0.094,-0.080,-0.046,0.000
'0:03.010',-0.094,-0.079,-0.046,0.000
'0:03.020',-0.094,-0.079,-0.046,0.000
'0:03.030',-0.094,-0.079,-0.046,0.000
'0:03.040',-0.094,-0.079,-0.046,0.000
'0:03.050',-0.093,-0.078,-0.046,0.000
'0:03.060',-0.094,-0.079,-0.046,0.000
'0:03.070',-0.094,-0.079,-0.046,0.000
'0:03.080',-0.095,-0.079,-0.046,0.000
'0:03.090',-0.095,-0.080,-0.046,0.000
'0:03.100',-0.095,-0.080,-0.046,0.000
'0:03.110',-0.095,-0.080,-0.046,0.000
'0:03.120',-0.095,-0.080,-0.046,0.000
'0:03.130',-0.095,-0.079,-0.046,0.000
'0:03.140',-0.094,-0.079,-0.046,0.000
'0:03.150',-0.094,-0.079,-0.046,0.000
'0:03.160',-0.094,-0.079,-0.046,0.000
'0:03.170',-0.094,-0.079,-0.046,0.000
'0:03.180',-0.094,-0.079,-0.046,0.000
'0:03.190',-0.094,-0.078,-0.046,0.000
'0:03.200',-0.094,-0.078,-0.046,0.000
'0:03.210',-0.094,-0.079,-0.046,0.000
'0:03.220',-0.095,-0.079,-0.046,0.000
'0:03.230',-0.095,-0.079,-0.046,0.000
'0:03.240',-0.095,-0.079,-0.046,0.000
'0:03.250',-0.096,-0.080,-0.046,0.000
'0:03.260',-0.095,-0.080,-0.046,0.000
'0:03.270',-0.095,-0.079,-0.046,0.000
'0:03.280',-0.095,-0.079,-0.045,0.000
'0:03.290',-0.094,-0.079,-0.045,0.000
'0:03.300',-0.094,-0.079,-0.045,0.000
'0:03.310',-0.094,-0.079,-0.045,0.000
'0:03.320',-0.094,-0.079,-0.045,0.000
'0:03.330',-0.094,-0.079,-0.046,0.000
'0:03.340',-0.094,-0.078,-0.046,0.000
'0:03.350',-0.094,-0.078,-0.046,0.000
'0:03.360',-0.094,-0.079,-0.046,0.000
'0:03.370',-0.094,-0.079,-0.046,0.000
'0:03.380',-0.094,-0.079,-0.046,0.000
'0:03.390',-0.094,-0.079,-0.046,0.000
'0:03.400',-0.095,-0.079,-0.046,0.000
'0:03.410',-0.094,-0.079,-0.046,0.000
'0:03.420',-0.094,-0.079,-0.046,0.000
'0:03.430',-0.094,-0.079,-0.046,0.000
'0:03.440',-0.094,-0.079,-0.045,0.000
'0:03.450',-0.094,-0.079,-0.045,0.000
'0:03.460',-0.094,-0.079,-0.045,0.000
'0:03.470',-0.094,-0.079,-0.045,0.000
'0:03.480',-0.094,-0.079,-0.046,0.000
'0:03.490',-0.094,-0.079,-0.046,0.000
'0:03.500',-0.094,-0.079,-0.046,0.000
'0:03.510',-0.094,-0.079,-0.046,0.000
'0:03.520',-0.094,-0.079,-0.046,0.000
'0:03.530',-0.093,-0.079,-0.046,0.000
'0:03.540',-0.093,-0.079,-0.046,0.000
'0:03.550',-0.093,-0.079,-0.046,0.000
'0:03.560',-0.094,-0.079,-0.046,0.000
'0:03.570',-0.094,-0.079,-0.046,0.000
'0:03.580',-0.094,-0.079,-0.046,0.000
'0:03.590',-0.094,-0.079,-0.046,0.000
'0:03.600',-0.094,-0.079,-0.046,0.000
'0:03.610',-0.094,-0.079,-0.046,0.000
'0:03.620',-0.095,-0.079,-0.046,0.000
'0:03.630',-0.095,-0.079,-0.046,0.000
'0:03.640',-0.095,-0.079,-0.046,0.000
'0:03.650',-0.095,-0.080,-0.046,0.000
'0:03.660',-0.095,-0.080,-0.046,0.000
'0:03.670',-0.095,-0.080,-0.046,0.000
'0:03.680',-0.095,-0.080,-0.046,0.000
'0:03.690',-0.095,-0.080,-0.046,0.000
'0:03.700',-0.095,-0.080,-0.046,0.000
'0:03.710',-0.094,-0.079,-0.046,0.000
'0:03.720',-0.094,-0.079,-0.046,0.000
'0:03.730',-0.094,-0.079,-0.046,0.000
'0:03.740',-0.093,-0.079,-0.046,0.000
'0:03.750',-0.093,-0.079,-0.046,0.000
'0:03.760',-0.093,-0.079,-0.046,0.000
'0:03.770',-0.093,-0.079,-0.046,0.000
'0:03.780',-0.093,-0.079,-0.046,0.000
'0:03.790',-0.093,-0.079,-0.046,0.000
'0:03.800',-0.093,-0.079,-0.046,0.000
'0:03.810',-0.093,-0.079,-0.046,0.000
'0:03.820',-0.094,-0.079,-0.046,0.000
'0:03.830',-0.094,-0.079,-0.046,0.000
'0:03.840',-0.094,-0.079,-0.046,0.000
'0:03.850',-0.094,-0.079,-0.046,0.000
'0:03.860',-0.094,-0.079,-0.046,0.000
'0:03.870',-0.094,-0.079,-0.046,0.000
'0:03.880',-0.094,-0.079,-0.046,0.000
'0:03.890',-0.094,-0.078,-0.045,0.000
'0:03.900',-0.094,-0.078,-0.045,0.000
'0:03.910',-0.094,-0.078,-0.046,0.000
'0:03.920',-0.093,-0.078,-0.046,0.000
'0:03.930',-0.093,-0.078,-0.046,0.000
'0:03.940',-0.093,-0.078,-0.046,0.000
'0:03.950',-0.092,-0.077,-0.046,0.000
'0:03.960',-0.093,-0.077,-0.046,0.000
'0:03.970',-0.093,-0.077,-0.046,0.000
'0:03.980',-0.093,-0.078,-0.046,0.000
'0:03.990',-0.093,-0.078,-0.046,0.000
'0:04.000',-0.094,-0.078,-0.046,0.000
'0:04.010',-0.094,-0.078,-0.046,0.000
'0:04.020',-0.094,-0.078,-0.046,0.000
'0:04.030',-0.095,-0.079,-0.046,0.000
'0:04.040',-0.095,-0.079,-0.046,0.000
'0:04.050',-0.095,-0.079,-0.046,0.000
'0:04.060',-0.095,-0.079,-0.046,0.000
'0:04.070',-0.095,-0.079,-0.046,0.000
'0:04.080',-0.095,-0.079,-0.046,0.000
'0:04.090',-0.094,-0.079,-0.046,0.000
'0:04.100',-0.094,-0.079,-0.046,0.000
'0:04.110',-0.094,-0.079,-0.046,0.000
'0:04.120',-0.094,-0.079,-0.046,0.000
'0:04.130',-0.094,-0.079,-0.045,0.000
'0:04.140',-0.093,-0.078,-0.045,0.000
'0:04.150',-0.093,-0.078,-0.045,0.000
'0:04.160',-0.093,-0.078,-0.045,0.000
'0:04.170',-0.094,-0.078,-0.045,0.000
'0:04.180',-0.094,-0.078,-0.045,0.000
'0:04.190',-0.094,-0.079,-0.045,0.000
'0:04.200',-0.094,-0.079,-0.045,0.000
'0:04.210',-0.094,-0.079,-0.045,0.000
'0:04.220',-0.094,-0.079,-0.045,0.000
'0:04.230',-0.093,-0.079,-0.045,0.000
'0:04.240',-0.093,-0.078,-0.045,0.000
'0:04.250',-0.093,-0.078,-0.046,0.000
'0:04.260',-0.093,-0.078,-0.046,0.000
'0:04.270',-0.093,-0.078,-0.046,0.000
'0:04.280',-0.093,-0.078,-0.046,0.000
'0:04.290',-0.093,-0.079,-0.046,0.000
'0:04.300',-0.094,-0.079,-0.046,0.000
'0:04.310',-0.094,-0.079,-0.046,0.000
'0:04.320',-0.094,-0.079,-0.045,0.000
'0:04.330',-0.094,-0.079,-0.045,0.000
'0:04.340',-0.095,-0.079,-0.045,0.000
'0:04.350',-0.095,-0.080,-0.045,0.000
'0:04.360',-0.095,-0.079,-0.045,0.000
'0:04.370',-0.094,-0.079,-0.045,0.000
'0:04.380',-0.094,-0.079,-0.045,0.000
'0:04.390',-0.094,-0.079,-0.045,0.000
'0:04.400',-0.093,-0.078,-0.046,0.000
'0:04.410',-0.093,-0.078,-0.046,0.000
'0:04.420',-0.093,-0.078,-0.046,0.000
'0:04.430',-0.093,-0.078,-0.046,0.000
'0:04.440',-0.093,-0.078,-0.046,0.000
'0:04.450',-0.093,-0.078,-0.046,0.000
'0:04.460',-0.093,-0.078,-0.046,0.000
'0:04.470',-0.094,-0.078,-0.046,0.000
'0:04.480',-0.094,-0.078,-0.046,0.000
'0:04.490',-0.094,-0.078,-0.045,0.000
'0:04.500',-0.094,-0.078,-0.045,0.000
'0:04.510',-0.094,-0.078,-0.045,0.000
'0:04.520',-0.094,-0.078,-0.045,0.000
'0:04.530',-0.094,-0.078,-0.045,0.000
'0:04.540',-0.094,-0.078,-0.045,0.000
'0:04.550',-0.094,-0.078,-0.045,0.000
'0:04.560',-0.094,-0.078,-0.045,0.000
'0:04.570',-0.094,-0.078,-0.045,0.000
'0:04.580',-0.094,-0.078,-0.045,0.000
'0:04.590',-0.094,-0.078,-0.045,0.000
'0:04.600',-0.094,-0.079,-0.045,0.000
'0:04.610',-0.094,-0.079,-0.045,0.000
'0:04.620',-0.094,-0.079,-0.045,0.000
'0:04.630',-0.094,-0.079,-0.045,0.000
'0:04.640',-0.094,-0.079,-0.046,0.000
'0:04.650',-0.094,-0.079,-0.046,0.000
'0:04.660',-0.094,-0.079,-0.046,0.000
'0:04.670',-0.094,-0.079,-0.046,0.000
'0:04.680',-0.094,-0.079,-0.046,0.000
'0:04.690',-0.094,-0.079,-0.046,0.000
'0:04.700',-0.094,-0.079,-0.046,0.000
'0:04.710',-0.094,-0.079,-0.046,0.000
'0:04.720',-0.094,-0.079,-0.046,0.000
'0:04.730',-0.094,-0.079,-0.046,0.000
'0:04.740',-0.094,-0.079,-0.046,0.000
'0:04.750',-0.094,-0.079,-0.046,0.000
'0:04.760',-0.094,-0.079,-0.045,0.000
'0:04.770',-0.094,-0.079,-0.045,0.000
'0:04.780',-0.094,-0.079,-0.045,0.000
'0:04.790',-0.094,-0.079,-0.045,0.000
'0:04.800',-0.094,-0.079,-0.045,0.000
'0:04.810',-0.094,-0.079,-0.045,0.000
'0:04.820',-0.094,-0.079,-0.046,0.000
'0:04.830',-0.094,-0.079,-0.046,0.000
'0:04.840',-0.095,-0.079,-0.046,0.000
'0:04.850',-0.095,-0.079,-0.046,0.000
'0:04.860',-0.095,-0.079,-0.046,0.000
'0:04.870',-0.095,-0.079,-0.046,0.000
'0:04.880',-0.095,-0.079,-0.046,0.000
'0:04.890',-0.095,-0.079,-0.046,0.000
'0:04.900',-0.095,-0.079,-0.046,0.000
'0:04.910',-0.095,-0.079,-0.045,0.000
'0:04.920',-0.095,-0.079,-0.045,0.000
'0:04.930',-0.095,-0.079,-0.045,0.000
'0:04.940',-0.095,-0.079,-0.045,0.000
'0:04.950',-0.095,-0.079,-0.045,0.000
'0:04.960',-0.094,-0.079,-0.045,0.000
'0:04.970',-0.094,-0.079,-0.045,0.000
'0:04.980',-0.094,-0.079,-0.045,0.000
'0:04.990',-0.094,-0.079,-0.045,0.000
'0:05.000',-0.094,-0.079,-0.045,0.000
'0:05.010',-0.094,-0.079,-0.045,0.000
'0:05.020',-0.094,-0.079,-0.045,0.000
'0:05.030',-0.094,-0.079,-0.045,0.000
'0:05.040',-0.094,-0.079,-0.045,0.000
'0:05.050',-0.094,-0.079,-0.045,0.000
'0:05.060',-0.094,-0.078,-0.045,0.000
'0:05.070',-0.094,-0.078,-0.045,0.000
'0:05.080',-0.094,-0.078,-0.045,0.000
'0:05.090',-0.094,-0.078,-0.045,0.000
'0:05.100',-0.094,-0.078,-0.045,0.000
'0:05.110',-0.094,-0.078,-0.045,0.000
'0:05.120',-0.094,-0.078,-0.045,0.000
'0:05.130',-0.094,-0.079,-0.045,0.000
'0:05.140',-0.094,-0.079,-0.045,0.000
'0:05.150',-0.094,-0.079,-0.045,0.000
'0:05.160',-0.094,-0.079,-0.045,0.000
'0:05.170',-0.094,-0.079,-0.045,0.000
'0:05.180',-0.094,-0.080,-0.045,0.000
'0:05.190',-0.094,-0.080,-0.045,0.000
'0:05.200',-0.094,-0.080,-0.045,0.000
'0:05.210',-0.094,-0.079,-0.045,0.000
'0:05.220',-0.094,-0.079,-0.045,0.000
'0:05.230',-0.094,-0.079,-0.045,0.000
'0:05.240',-0.093,-0.078,-0.045,0.000
'0:05.250',-0.093,-0.078,-0.045,0.000
'0:05.260',-0.093,-0.078,-0.045,0.000
'0:05.270',-0.094,-0.078,-0.045,0.000
'0:05.280',-0.094,-0.079,-0.045,0.000
'0:05.290',-0.094,-0.079,-0.044,0.000
'0:05.300',-0.094,-0.079,-0.044,0.000
'0:05.310',-0.094,-0.079,-0.044,0.000
'0:05.320',-0.094,-0.079,-0.045,0.000
'0:05.330',-0.094,-0.079,-0.045,0.000
'0:05.340',-0.094,-0.079,-0.045,0.000
